family,N,seed,n_train,n_val,n_test,epochs,batch_size,final_batch_size,best_epoch,learning_rate,test_mae_eV_per_atom,train_mae_eV_per_atom,val_best_l1,device,elapsed_seconds,summary_path
nitride,1000,1,900,100,242,100,32,32,87,5e-05,0.07657949496368485,0.02389184502651915,0.025311964098364115,cuda,245.23430705070496,results/nitride/N1000_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,1000,2,900,100,242,100,32,32,78,5e-05,0.07653737415305593,0.021787997488928443,0.021078393328934908,cuda,245.19581031799316,results/nitride/N1000_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,1000,3,900,100,242,100,32,32,71,5e-05,0.07634330033671019,0.023457126616396838,0.03777118772268295,cuda,244.29892253875732,results/nitride/N1000_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
nitride,1000,4,900,100,242,100,32,32,72,5e-05,0.07613685350741975,0.022139000850252666,0.01953767193481326,cuda,248.42710757255554,results/nitride/N1000_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,10,0,5,5,1484,100,32,32,1,5e-05,0.039181611567046595,0.021460533142089844,0.01956799067556858,cuda,53.04353451728821,results/oxide/N10_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,10,1,5,5,1484,100,32,32,1,5e-05,0.03738551801858179,0.011396920680999756,0.017015790566802025,cuda,46.49490690231323,results/oxide/N10_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,10,2,5,5,1484,100,32,32,1,5e-05,0.0346169774820639,0.006444919109344483,0.006822490599006414,cuda,46.154480934143066,results/oxide/N10_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,10,3,5,5,1484,100,32,32,1,5e-05,0.035664592448947076,0.013181542977690697,0.018746091052889824,cuda,47.51143789291382,results/oxide/N10_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,10,4,5,5,1484,100,32,32,1,5e-05,0.034483518048391656,0.010228955745697021,0.030765151605010033,cuda,46.35657286643982,results/oxide/N10_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,50,0,45,5,1484,100,32,32,1,5e-05,0.039948824695982994,0.01947595410876804,0.020502138882875443,cuda,56.534613370895386,results/oxide/N50_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,50,1,45,5,1484,100,32,32,46,5e-05,0.03981514029142715,0.013311470548311869,0.011999714188277721,cuda,56.27518582344055,results/oxide/N50_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,50,2,45,5,1484,100,32,32,50,5e-05,0.03641726179854854,0.012149987949265374,0.00755686778575182,cuda,57.628458738327026,results/oxide/N50_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,50,3,45,5,1484,100,32,32,59,5e-05,0.036178945496739855,0.008200476359989908,0.01876967027783394,cuda,56.30632925033569,results/oxide/N50_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,50,4,45,5,1484,100,32,32,25,5e-05,0.03983125779253739,0.0185987436109119,0.0324675552546978,cuda,55.63382315635681,results/oxide/N50_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,100,0,90,10,1484,100,32,32,75,5e-05,0.03622613992178662,0.00961701770623525,0.012947022914886475,cuda,67.6733820438385,results/oxide/N100_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,100,1,90,10,1484,100,32,32,71,5e-05,0.03665948787536547,0.015301426044768758,0.013160300441086292,cuda,68.83791851997375,results/oxide/N100_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,100,2,90,10,1484,100,32,32,94,5e-05,0.03647911185703072,0.009215274370378918,0.007571387570351362,cuda,68.4415819644928,results/oxide/N100_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,100,3,90,10,1484,100,32,32,68,5e-05,0.035797426101313576,0.007795565327008565,0.014668515883386135,cuda,66.72979378700256,results/oxide/N100_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,100,4,90,10,1484,100,32,32,27,5e-05,0.039097680906844234,0.014656639295733638,0.026782888919115067,cuda,66.23858714103699,results/oxide/N100_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,200,0,180,20,1484,100,32,32,70,5e-05,0.03628438742372592,0.007635177671909332,0.012473545037209988,cuda,91.57585215568542,results/oxide/N200_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,200,1,180,20,1484,100,32,32,90,5e-05,0.036019162441361594,0.011997955685688389,0.00708085298538208,cuda,92.36603927612305,results/oxide/N200_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,200,2,180,20,1484,100,32,32,33,5e-05,0.03614974021488007,0.011195555278229423,0.007677263114601374,cuda,91.96321630477905,results/oxide/N200_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,200,3,180,20,1484,100,32,32,71,5e-05,0.03595118445605969,0.007471407370434867,0.013111851178109646,cuda,91.95640325546265,results/oxide/N200_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,200,4,180,20,1484,100,32,32,65,5e-05,0.03644060519303639,0.006597048913439115,0.0244851466268301,cuda,91.47513270378113,results/oxide/N200_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,500,0,450,50,1484,100,32,32,31,5e-05,0.03634326631718533,0.010479091686300105,0.009800976840779185,cuda,163.3934280872345,results/oxide/N500_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,500,1,450,50,1484,100,32,32,34,5e-05,0.03591665216973252,0.012335782920320828,0.011511520948261023,cuda,165.49416875839233,results/oxide/N500_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,500,2,450,50,1484,100,32,32,98,5e-05,0.035667674739768535,0.006922946667246934,0.011832450050860643,cuda,164.5775430202484,results/oxide/N500_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,500,3,450,50,1484,100,32,32,74,5e-05,0.03553463089687127,0.007364535459006826,0.011417646426707506,cuda,168.17739534378052,results/oxide/N500_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,500,4,450,50,1484,100,32,32,57,5e-05,0.03586168338515171,0.006925268764090207,0.011545723769813776,cuda,165.70807695388794,results/oxide/N500_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,1000,0,900,100,1484,100,32,32,31,5e-05,0.03580053347289045,0.008950441528836058,0.011082303943112493,cuda,289.57484579086304,results/oxide/N1000_seed0/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,1000,1,900,100,1484,100,32,32,54,5e-05,0.035710351002707606,0.009031397336059146,0.014784004772081971,cuda,287.9107496738434,results/oxide/N1000_seed1/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,1000,2,900,100,1484,100,32,32,68,5e-05,0.03550837771710375,0.0075510999641846864,0.010362946311943233,cuda,283.6769483089447,results/oxide/N1000_seed2/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,1000,3,900,100,1484,100,32,32,88,5e-05,0.035516659253009536,0.008576883711438213,0.013549147639423609,cuda,283.735942363739,results/oxide/N1000_seed3/finetune_last2_epochs100_bs32_lr5e5/summary.json
oxide,1000,4,900,100,1484,100,32,32,44,5e-05,0.03531874660882632,0.008140941010270682,0.007945606717839837,cuda,283.88867950439453,results/oxide/N1000_seed4/finetune_last2_epochs100_bs32_lr5e5/summary.json
