family,N,seed,epochs,best_val_epoch,best_val_l1,test_mae_eV_per_atom,png_path,pdf_path
oxide,100,1,50,42,0.04227693751454353,0.05444544710509474,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N100_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N100_seed1_training_curves.pdf
oxide,100,2,50,31,0.05514305830001831,0.05113948807179943,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N100_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N100_seed2_training_curves.pdf
oxide,100,3,50,26,0.01390132773667574,0.03604405455249224,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N100_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N100_seed3_training_curves.pdf
oxide,100,4,50,14,0.027794066816568375,0.038285568407504515,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N100_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N100_seed4_training_curves.pdf
oxide,200,0,50,30,0.03135932236909866,0.05364166763080836,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed0_training_curves.pdf
oxide,200,1,50,50,0.03322415053844452,0.053726968007642935,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed1_training_curves.pdf
oxide,200,2,50,33,0.029077453538775444,0.04785101492107893,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed2_training_curves.pdf
oxide,200,3,50,40,0.013465349562466145,0.0361465084100722,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed3_training_curves.pdf
oxide,200,4,50,38,0.019353017210960388,0.03713763155111531,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N200_seed4_training_curves.pdf
oxide,500,0,50,17,0.021461323369294405,0.04710622004661935,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed0_training_curves.pdf
oxide,500,1,50,50,0.03870267514139414,0.048688744135656596,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed1_training_curves.pdf
oxide,500,2,50,49,0.02519617136567831,0.04664558848611523,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed2_training_curves.pdf
oxide,500,3,50,28,0.011019670171663165,0.03617321007594471,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed3_training_curves.pdf
oxide,500,4,50,50,0.0118500255048275,0.036199952702438386,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N500_seed4_training_curves.pdf
oxide,1000,0,50,20,0.025852453229682788,0.04637412279150813,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed0_training_curves.pdf
oxide,1000,1,50,12,0.03382121053125177,0.04565289398800265,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed1_training_curves.pdf
oxide,1000,2,50,28,0.027727057891232625,0.0446569330504257,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed2_training_curves.pdf
oxide,1000,3,50,27,0.012819361473832811,0.035967013940015544,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed3_training_curves.pdf
oxide,1000,4,50,44,0.009569591443453516,0.03581004907678928,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/oxide/oxide_N1000_seed4_training_curves.pdf
nitride,10,0,50,1,0.09397432953119278,0.11757167344835918,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed0_training_curves.pdf
nitride,10,1,50,1,0.03392165154218674,0.08263066216287288,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed1_training_curves.pdf
nitride,10,2,50,1,0.06397955864667892,0.09605327487946295,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed2_training_curves.pdf
nitride,10,3,50,1,0.00784252304583788,0.07029903026620958,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed3_training_curves.pdf
nitride,10,4,50,1,0.010180795565247536,0.0705313472816151,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N10_seed4_training_curves.pdf
nitride,50,0,50,1,0.15771538019180298,0.16176314320230534,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed0_training_curves.pdf
nitride,50,1,50,1,0.12945875525474548,0.160063459753436,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed1_training_curves.pdf
nitride,50,2,50,1,0.10149892419576645,0.1226664535039343,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed2_training_curves.pdf
nitride,50,3,50,1,0.008826944045722485,0.07079923387678448,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed3_training_curves.pdf
nitride,50,4,50,1,0.014504349790513515,0.07116951574071133,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N50_seed4_training_curves.pdf
nitride,100,0,50,1,0.2782733738422394,0.255990722909385,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed0_training_curves.pdf
nitride,100,1,50,49,0.18874546885490417,0.288266327455332,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed1_training_curves.pdf
nitride,100,2,50,39,0.14363500475883484,0.1683604518906021,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed2_training_curves.pdf
nitride,100,3,50,1,0.014902608469128609,0.07359627905986772,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed3_training_curves.pdf
nitride,100,4,50,1,0.026169199496507645,0.07499829198672506,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N100_seed4_training_curves.pdf
nitride,200,0,50,49,0.14584745466709137,0.14083734549551216,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed0_training_curves.pdf
nitride,200,1,50,46,0.08843855559825897,0.2507670267969986,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed1_training_curves.pdf
nitride,200,2,50,46,0.08733267709612846,0.134121102912059,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed2_training_curves.pdf
nitride,200,3,50,1,0.07052576914429665,0.08527792489140733,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed3_training_curves.pdf
nitride,200,4,50,1,0.02786434069275856,0.08495875193221757,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N200_seed4_training_curves.pdf
nitride,500,0,50,43,0.06797443330287933,0.11103363031105808,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed0_training_curves.pdf
nitride,500,1,50,50,0.0632313247770071,0.11399038155247604,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed1_training_curves.pdf
nitride,500,2,50,45,0.06508945859968662,0.10659293236965237,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed2_training_curves.pdf
nitride,500,3,50,46,0.06294879503548145,0.07792982184289654,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed3_training_curves.pdf
nitride,500,4,50,35,0.029991925694048405,0.07873929706825451,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N500_seed4_training_curves.pdf
nitride,1000,0,50,46,0.057828479047332494,0.09962329966562593,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed0_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed0_training_curves.pdf
nitride,1000,1,50,47,0.06330193898507527,0.09825397432927997,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed1_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed1_training_curves.pdf
nitride,1000,2,50,33,0.0661276283540896,0.10332520011319848,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed2_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed2_training_curves.pdf
nitride,1000,3,50,41,0.0367802589067391,0.07628011868974148,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed3_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed3_training_curves.pdf
nitride,1000,4,50,49,0.02157662489584514,0.07577396422039626,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed4_training_curves.png,reports/Hyperparameter Set 1/Training Curves/Finetuning/nitride/nitride_N1000_seed4_training_curves.pdf
