subset_name,subset_order,material_id,family,split,selection_role,source_manifest,source_row_index,sample_draw_rank
balanced_pool_set,62,JVASP-98123,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,488,17
balanced_pool_set,63,JVASP-89054,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,502,1745
balanced_pool_set,64,JVASP-97532,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,508,833
balanced_pool_set,65,JVASP-52566,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,510,1618
balanced_pool_set,66,JVASP-98205,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,514,271
balanced_pool_set,67,JVASP-97313,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,520,16
balanced_pool_set,68,JVASP-62733,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,525,116
balanced_pool_set,69,JVASP-97459,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,534,1094
balanced_pool_set,70,JVASP-98474,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,536,1535
balanced_pool_set,71,JVASP-89307,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,546,1441
balanced_pool_set,72,JVASP-47983,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,588,1330
balanced_pool_set,73,JVASP-97412,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,590,490
balanced_pool_set,74,JVASP-97781,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,601,1184
balanced_pool_set,75,JVASP-85874,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,606,1296
balanced_pool_set,76,JVASP-85381,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,609,1510
balanced_pool_set,77,JVASP-43545,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,616,1909
balanced_pool_set,78,JVASP-88858,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,618,2018
balanced_pool_set,79,JVASP-50699,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,626,564
balanced_pool_set,80,JVASP-16936,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,634,533
balanced_pool_set,81,JVASP-90358,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,641,1941
balanced_pool_set,82,JVASP-98415,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,645,1438
balanced_pool_set,83,JVASP-42959,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,651,390
balanced_pool_set,84,JVASP-97783,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,653,500
balanced_pool_set,85,JVASP-97662,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,659,831
balanced_pool_set,86,JVASP-88027,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,672,881
balanced_pool_set,87,JVASP-60915,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,685,497
balanced_pool_set,88,JVASP-42327,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,693,1819
balanced_pool_set,89,JVASP-85382,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,710,1612
balanced_pool_set,90,JVASP-62434,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,711,57
balanced_pool_set,91,JVASP-42557,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,715,1285
balanced_pool_set,92,JVASP-97369,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,722,470
balanced_pool_set,93,JVASP-87243,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,727,580
balanced_pool_set,94,JVASP-48825,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,742,1509
balanced_pool_set,95,JVASP-61502,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,744,1790
balanced_pool_set,96,JVASP-1405,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,745,1018
balanced_pool_set,97,JVASP-86921,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,750,73
balanced_pool_set,98,JVASP-97715,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,753,1349
balanced_pool_set,99,JVASP-98343,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,757,661
balanced_pool_set,100,JVASP-98145,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,771,152
balanced_pool_set,101,JVASP-87063,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,803,1417
balanced_pool_set,102,JVASP-48682,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,815,1764
balanced_pool_set,103,JVASP-98662,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,821,369
balanced_pool_set,104,JVASP-90643,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,822,692
balanced_pool_set,105,JVASP-97974,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,823,806
balanced_pool_set,106,JVASP-98077,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,828,326
balanced_pool_set,107,JVASP-98547,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,832,465
balanced_pool_set,108,JVASP-85599,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,841,1036
balanced_pool_set,109,JVASP-88406,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,842,1696
balanced_pool_set,110,JVASP-85943,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,845,1206
balanced_pool_set,111,JVASP-43290,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,853,825
balanced_pool_set,112,JVASP-86623,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,857,1957
balanced_pool_set,113,JVASP-85682,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,858,1596
balanced_pool_set,114,JVASP-97551,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,861,1760
balanced_pool_set,115,JVASP-48414,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,878,1047
balanced_pool_set,116,JVASP-98614,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,887,300
balanced_pool_set,117,JVASP-86460,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,888,1198
balanced_pool_set,118,JVASP-85600,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,893,1019
balanced_pool_set,119,JVASP-90006,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,897,1794
balanced_pool_set,120,JVASP-97675,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,916,114
balanced_pool_set,121,JVASP-48878,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,919,1351
balanced_pool_set,122,JVASP-90191,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,920,1902
balanced_pool_set,123,JVASP-91718,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,931,375
balanced_pool_set,124,JVASP-98161,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,932,1910
balanced_pool_set,125,JVASP-89349,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,936,368
balanced_pool_set,126,JVASP-86931,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,949,217
balanced_pool_set,127,JVASP-98433,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,958,361
balanced_pool_set,128,JVASP-62334,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,960,339
balanced_pool_set,129,JVASP-90402,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,964,268
balanced_pool_set,130,JVASP-88749,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,977,1118
balanced_pool_set,131,JVASP-88651,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,982,1685
balanced_pool_set,132,JVASP-91539,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,986,1071
balanced_pool_set,133,JVASP-97924,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,992,1549
balanced_pool_set,134,JVASP-88369,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,993,305
balanced_pool_set,135,JVASP-3261,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,996,1619
balanced_pool_set,136,JVASP-43428,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,998,365
balanced_pool_set,137,JVASP-43629,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1013,1933
balanced_pool_set,138,JVASP-61021,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1020,753
balanced_pool_set,139,JVASP-90736,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1035,1500
balanced_pool_set,140,JVASP-87958,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1040,161
balanced_pool_set,141,JVASP-86934,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1041,1601
balanced_pool_set,142,JVASP-85686,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1049,256
balanced_pool_set,143,JVASP-43797,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1052,746
balanced_pool_set,144,JVASP-52786,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1070,1040
balanced_pool_set,145,JVASP-88429,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1076,1633
balanced_pool_set,146,JVASP-88055,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1079,1961
balanced_pool_set,147,JVASP-63455,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1084,121
balanced_pool_set,148,JVASP-48882,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1099,1676
balanced_pool_set,149,JVASP-42838,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1104,270
balanced_pool_set,150,JVASP-90836,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1113,381
balanced_pool_set,151,JVASP-87858,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1118,1895
balanced_pool_set,152,JVASP-48693,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1121,1332
balanced_pool_set,153,JVASP-52218,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1122,379
balanced_pool_set,154,JVASP-42576,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1124,829
balanced_pool_set,155,JVASP-63878,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1127,427
balanced_pool_set,156,JVASP-88665,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1129,887
balanced_pool_set,157,JVASP-52791,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1133,224
balanced_pool_set,158,JVASP-87971,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1137,548
balanced_pool_set,159,JVASP-88246,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1139,72
balanced_pool_set,160,JVASP-18465,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1140,1742
balanced_pool_set,161,JVASP-43973,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1143,1253
balanced_pool_set,162,JVASP-43558,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1146,594
balanced_pool_set,163,JVASP-85411,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1160,273
balanced_pool_set,164,JVASP-48694,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1163,265
balanced_pool_set,165,JVASP-52219,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1166,1101
balanced_pool_set,166,JVASP-52793,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1169,95
balanced_pool_set,167,JVASP-89494,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1180,1817
balanced_pool_set,168,JVASP-63494,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1188,414
balanced_pool_set,169,JVASP-86938,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1193,666
balanced_pool_set,170,JVASP-18889,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1200,420
balanced_pool_set,171,JVASP-61150,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1204,1628
balanced_pool_set,172,JVASP-88766,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1210,1387
balanced_pool_set,173,JVASP-48424,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1213,1043
balanced_pool_set,174,JVASP-43657,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1215,1905
balanced_pool_set,175,JVASP-53451,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1225,1312
balanced_pool_set,176,JVASP-91820,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1229,1085
balanced_pool_set,177,JVASP-88770,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1232,486
balanced_pool_set,178,JVASP-63503,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1233,1465
balanced_pool_set,179,JVASP-86941,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1234,1877
balanced_pool_set,180,JVASP-42339,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1235,322
balanced_pool_set,181,JVASP-90743,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1245,869
balanced_pool_set,182,JVASP-43117,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1251,1857
balanced_pool_set,183,JVASP-85621,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1257,1913
balanced_pool_set,184,JVASP-87984,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1264,2012
balanced_pool_set,185,JVASP-89178,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1269,729
balanced_pool_set,186,JVASP-88449,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1275,1823
balanced_pool_set,187,JVASP-42263,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1288,1850
balanced_pool_set,188,JVASP-88454,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1290,220
balanced_pool_set,189,JVASP-43659,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1291,63
balanced_pool_set,190,JVASP-48712,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1293,1365
balanced_pool_set,191,JVASP-91591,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1307,78
balanced_pool_set,192,JVASP-90515,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1312,377
balanced_pool_set,193,JVASP-88455,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1315,1320
balanced_pool_set,194,JVASP-48427,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1317,1137
balanced_pool_set,195,JVASP-85964,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1320,737
balanced_pool_set,196,JVASP-43807,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1323,1629
balanced_pool_set,197,JVASP-48713,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1330,1080
balanced_pool_set,198,JVASP-42344,oxide,train,oxide_random_sample_matched_to_nitride_pool,data_shared/oxide/manifests/pool.csv,1335,1973
