jid,split,target,target_key_used,filename,formula,n_atoms,elements,unique_elements,has_O,has_N,is_oxide,is_nitride,is_oxynitride
JVASP-97767,train,-1.30355,formation_energy_peratom,POSCAR-JVASP-97767.vasp,Ca2PN3,24,Ca;Ca;Ca;Ca;Ca;Ca;Ca;Ca;P;P;P;P;N;N;N;N;N;N;N;N;N;N;N;N,Ca;N;P,False,True,False,True,False
JVASP-98628,train,-0.06996,formation_energy_peratom,POSCAR-JVASP-98628.vasp,RbCoH24C14N8,48,Rb;Co;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;C;C;N;N;N;N;N;N;N;N,C;Co;H;N;Rb,False,True,False,True,False
JVASP-97824,train,0.36027,formation_energy_peratom,POSCAR-JVASP-97824.vasp,S2N2Cl,40,S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl,Cl;N;S,False,True,False,True,False
JVASP-98247,train,-1.87663,formation_energy_peratom,POSCAR-JVASP-98247.vasp,LaCN2F,10,La;La;C;C;N;N;N;N;F;F,C;F;La;N,False,True,False,True,False
JVASP-1762,train,-0.9681,formation_energy_peratom,POSCAR-JVASP-1762.vasp,SrCN2,4,Sr;C;N;N,C;N;Sr,False,True,False,True,False
JVASP-90720,train,-0.28617,formation_energy_peratom,POSCAR-JVASP-90720.vasp,NbCrN2,8,Nb;Nb;Cr;Cr;N;N;N;N,Cr;N;Nb,False,True,False,True,False
JVASP-86739,train,0.39108,formation_energy_peratom,POSCAR-JVASP-86739.vasp,FeAg3C6N6,16,Fe;Ag;Ag;Ag;C;C;C;C;C;C;N;N;N;N;N;N,Ag;C;Fe;N,False,True,False,True,False
JVASP-5512,train,0.51567,formation_energy_peratom,POSCAR-JVASP-5512.vasp,CS3N4,32,C;C;C;C;S;S;S;S;S;S;S;S;S;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,C;N;S,False,True,False,True,False
JVASP-98870,train,-0.1504,formation_energy_peratom,POSCAR-JVASP-98870.vasp,KC2N3,24,K;K;K;K;C;C;C;C;C;C;C;C;N;N;N;N;N;N;N;N;N;N;N;N,C;K;N,False,True,False,True,False
JVASP-1180,train,0.00906,formation_energy_peratom,POSCAR-JVASP-1180.vasp,InN,4,In;In;N;N,In;N,False,True,False,True,False
JVASP-88176,train,-1.59675,formation_energy_peratom,POSCAR-JVASP-88176.vasp,Sr2LiCBr3N2,36,Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Li;Li;Li;Li;C;C;C;C;Br;Br;Br;Br;Br;Br;Br;Br;Br;Br;Br;Br;N;N;N;N;N;N;N;N,Br;C;Li;N;Sr,False,True,False,True,False
JVASP-107756,train,-1.5597,formation_energy_peratom,POSCAR-JVASP-107756.vasp,Hf2CN,4,Hf;Hf;C;N,C;Hf;N,False,True,False,True,False
JVASP-98199,train,-0.80264,formation_energy_peratom,POSCAR-JVASP-98199.vasp,Sr3Ga2N4,36,Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Ga;Ga;Ga;Ga;Ga;Ga;Ga;Ga;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,Ga;N;Sr,False,True,False,True,False
JVASP-12110,train,-2.01821,formation_energy_peratom,POSCAR-JVASP-12110.vasp,HfNCl,6,Hf;Hf;N;N;Cl;Cl,Cl;Hf;N,False,True,False,True,False
JVASP-86163,train,-0.06701,formation_energy_peratom,POSCAR-JVASP-86163.vasp,K2FeCuC6N6,16,K;K;Fe;Cu;C;C;C;C;C;C;N;N;N;N;N;N,C;Cu;Fe;K;N,False,True,False,True,False
JVASP-98524,train,-2.0974,formation_energy_peratom,POSCAR-JVASP-98524.vasp,Nd3S3N,28,Nd;Nd;Nd;Nd;Nd;Nd;Nd;Nd;Nd;Nd;Nd;Nd;S;S;S;S;S;S;S;S;S;S;S;S;N;N;N;N,N;Nd;S,False,True,False,True,False
JVASP-98769,train,0.06908,formation_energy_peratom,POSCAR-JVASP-98769.vasp,TeS4N4Cl4,26,Te;Te;S;S;S;S;S;S;S;S;N;N;N;N;N;N;N;N;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl,Cl;N;S;Te,False,True,False,True,False
JVASP-98873,train,-0.25284,formation_energy_peratom,POSCAR-JVASP-98873.vasp,FeTeS2N2Cl5,44,Fe;Fe;Fe;Fe;Te;Te;Te;Te;S;S;S;S;S;S;S;S;N;N;N;N;N;N;N;N;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl,Cl;Fe;N;S;Te,False,True,False,True,False
JVASP-97403,train,-1.13734,formation_energy_peratom,POSCAR-JVASP-97403.vasp,Li3ScN2,48,Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Li;Sc;Sc;Sc;Sc;Sc;Sc;Sc;Sc;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,Li;N;Sc,False,True,False,True,False
JVASP-86283,train,-0.50649,formation_energy_peratom,POSCAR-JVASP-86283.vasp,Al5C3N,18,Al;Al;Al;Al;Al;Al;Al;Al;Al;Al;C;C;C;C;C;C;N;N,Al;C;N,False,True,False,True,False
JVASP-12014,train,-1.80566,formation_energy_peratom,POSCAR-JVASP-12014.vasp,ZrBrN,6,Zr;Zr;Br;Br;N;N,Br;N;Zr,False,True,False,True,False
JVASP-98405,train,0.46662,formation_energy_peratom,POSCAR-JVASP-98405.vasp,Cd3N2,40,Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,Cd;N,False,True,False,True,False
JVASP-16935,train,-0.13943,formation_energy_peratom,POSCAR-JVASP-16935.vasp,CaNi2N2,5,Ca;Ni;Ni;N;N,Ca;N;Ni,False,True,False,True,False
JVASP-86040,train,-1.39575,formation_energy_peratom,POSCAR-JVASP-86040.vasp,LaCN2Cl,10,La;La;C;C;N;N;N;N;Cl;Cl,C;Cl;La;N,False,True,False,True,False
JVASP-86218,train,-0.26785,formation_energy_peratom,POSCAR-JVASP-86218.vasp,BH6N,16,B;B;H;H;H;H;H;H;H;H;H;H;H;H;N;N,B;H;N,False,True,False,True,False
JVASP-86687,train,-0.99465,formation_energy_peratom,POSCAR-JVASP-86687.vasp,Ca3N2,15,Ca;Ca;Ca;Ca;Ca;Ca;Ca;Ca;Ca;N;N;N;N;N;N,Ca;N,False,True,False,True,False
JVASP-91572,train,0.28582,formation_energy_peratom,POSCAR-JVASP-91572.vasp,Pd3N,8,Pd;Pd;Pd;Pd;Pd;Pd;N;N,N;Pd,False,True,False,True,False
JVASP-22563,train,-0.57951,formation_energy_peratom,POSCAR-JVASP-22563.vasp,Na2CN2,5,Na;Na;C;N;N,C;N;Na,False,True,False,True,False
JVASP-3402,train,-1.00047,formation_energy_peratom,POSCAR-JVASP-3402.vasp,Sm3InN,5,Sm;Sm;Sm;In;N,In;N;Sm,False,True,False,True,False
JVASP-88181,train,-1.58949,formation_energy_peratom,POSCAR-JVASP-88181.vasp,Pr4Te3N2,36,Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Pr;Te;Te;Te;Te;Te;Te;Te;Te;Te;Te;Te;Te;N;N;N;N;N;N;N;N,N;Pr;Te,False,True,False,True,False
JVASP-98779,train,-0.16068,formation_energy_peratom,POSCAR-JVASP-98779.vasp,BiS4N3Cl4,24,Bi;Bi;S;S;S;S;S;S;S;S;N;N;N;N;N;N;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl,Bi;Cl;N;S,False,True,False,True,False
JVASP-15075,train,-1.92482,formation_energy_peratom,POSCAR-JVASP-15075.vasp,HfN,2,Hf;N,Hf;N,False,True,False,True,False
JVASP-28361,train,0.38122,formation_energy_peratom,POSCAR-JVASP-28361.vasp,C3N,8,C;C;C;C;C;C;N;N,C;N,False,True,False,True,False
JVASP-97832,train,-1.21717,formation_energy_peratom,POSCAR-JVASP-97832.vasp,Ba3B2N4,36,Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;B;B;B;B;B;B;B;B;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,B;Ba;N,False,True,False,True,False
JVASP-90055,train,1.14123,formation_energy_peratom,POSCAR-JVASP-90055.vasp,SeN2Cl6,9,Se;N;N;Cl;Cl;Cl;Cl;Cl;Cl,Cl;N;Se,False,True,False,True,False
JVASP-98412,train,-0.15732,formation_energy_peratom,POSCAR-JVASP-98412.vasp,RbAuC2S2N2,32,Rb;Rb;Rb;Rb;Au;Au;Au;Au;C;C;C;C;C;C;C;C;S;S;S;S;S;S;S;S;N;N;N;N;N;N;N;N,Au;C;N;Rb;S,False,True,False,True,False
JVASP-98259,train,-1.51138,formation_energy_peratom,POSCAR-JVASP-98259.vasp,NbSe2SN2ClF6,52,Nb;Nb;Nb;Nb;Se;Se;Se;Se;Se;Se;Se;Se;S;S;S;S;N;N;N;N;N;N;N;N;Cl;Cl;Cl;Cl;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,Cl;F;N;Nb;S;Se,False,True,False,True,False
JVASP-97315,train,-1.51407,formation_energy_peratom,POSCAR-JVASP-97315.vasp,La3Nb2N6,11,La;La;La;Nb;Nb;N;N;N;N;N;N,La;N;Nb,False,True,False,True,False
JVASP-88595,train,-2.16663,formation_energy_peratom,POSCAR-JVASP-88595.vasp,Dy3S3N,28,Dy;Dy;Dy;Dy;Dy;Dy;Dy;Dy;Dy;Dy;Dy;Dy;S;S;S;S;S;S;S;S;S;S;S;S;N;N;N;N,Dy;N;S,False,True,False,True,False
JVASP-86791,train,0.21184,formation_energy_peratom,POSCAR-JVASP-86791.vasp,RbCdAg3C6N6,17,Rb;Cd;Ag;Ag;Ag;C;C;C;C;C;C;N;N;N;N;N;N,Ag;C;Cd;N;Rb,False,True,False,True,False
JVASP-28362,train,1.87227,formation_energy_peratom,POSCAR-JVASP-28362.vasp,C3N,4,C;C;C;N,C;N,False,True,False,True,False
JVASP-97660,train,-0.36605,formation_energy_peratom,POSCAR-JVASP-97660.vasp,Ba14Na14CaN6,35,Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Ba;Na;Na;Na;Na;Na;Na;Na;Na;Na;Na;Na;Na;Na;Na;Ca;N;N;N;N;N;N,Ba;Ca;N;Na,False,True,False,True,False
JVASP-89988,train,0.89474,formation_energy_peratom,POSCAR-JVASP-89988.vasp,TeN2Cl6,9,Te;N;N;Cl;Cl;Cl;Cl;Cl;Cl,Cl;N;Te,False,True,False,True,False
JVASP-97957,train,-0.20088,formation_energy_peratom,POSCAR-JVASP-97957.vasp,H4CSN2,96,H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;S;S;S;S;S;S;S;S;S;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,C;H;N;S,False,True,False,True,False
JVASP-86219,train,-1.03168,formation_energy_peratom,POSCAR-JVASP-86219.vasp,K2OsNCl5,18,K;K;K;K;Os;Os;N;N;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl,Cl;K;N;Os,False,True,False,True,False
JVASP-97465,train,0.06365,formation_energy_peratom,POSCAR-JVASP-97465.vasp,Hg2CN2Cl2,28,Hg;Hg;Hg;Hg;Hg;Hg;Hg;Hg;C;C;C;C;N;N;N;N;N;N;N;N;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl,C;Cl;Hg;N,False,True,False,True,False
JVASP-85301,train,0.06501,formation_energy_peratom,POSCAR-JVASP-85301.vasp,KC4N3,16,K;K;C;C;C;C;C;C;C;C;N;N;N;N;N;N,C;K;N,False,True,False,True,False
JVASP-91804,train,0.86592,formation_energy_peratom,POSCAR-JVASP-91804.vasp,SN,8,S;S;S;S;N;N;N;N,N;S,False,True,False,True,False
JVASP-98599,train,-0.3696,formation_energy_peratom,POSCAR-JVASP-98599.vasp,PH8IN4,28,P;P;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;I;I;N;N;N;N;N;N;N;N,H;I;N;P,False,True,False,True,False
JVASP-62899,train,-0.32503,formation_energy_peratom,POSCAR-JVASP-62899.vasp,K2BC3N3,18,K;K;K;K;B;B;C;C;C;C;C;C;N;N;N;N;N;N,B;C;K;N,False,True,False,True,False
JVASP-86110,train,-0.03798,formation_energy_peratom,POSCAR-JVASP-86110.vasp,NaAgC2N2,12,Na;Na;Ag;Ag;C;C;C;C;N;N;N;N,Ag;C;N;Na,False,True,False,True,False
JVASP-89319,train,0.15534,formation_energy_peratom,POSCAR-JVASP-89319.vasp,ZnCdSe4C4N4,14,Zn;Cd;Se;Se;Se;Se;C;C;C;C;N;N;N;N,C;Cd;N;Se;Zn,False,True,False,True,False
JVASP-89916,train,-0.99844,formation_energy_peratom,POSCAR-JVASP-89916.vasp,Ta2N,9,Ta;Ta;Ta;Ta;Ta;Ta;N;N;N,N;Ta,False,True,False,True,False
JVASP-92164,train,-1.38541,formation_energy_peratom,POSCAR-JVASP-92164.vasp,La2BiN,8,La;La;La;La;Bi;Bi;N;N,Bi;La;N,False,True,False,True,False
JVASP-5533,train,-2.14748,formation_energy_peratom,POSCAR-JVASP-5533.vasp,Sc2NCl2,5,Sc;Sc;N;Cl;Cl,Cl;N;Sc,False,True,False,True,False
JVASP-97470,train,-0.4503,formation_energy_peratom,POSCAR-JVASP-97470.vasp,Si3N4,28,Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,N;Si,False,True,False,True,False
JVASP-97896,train,-0.1043,formation_energy_peratom,POSCAR-JVASP-97896.vasp,GaH13C4N2,40,Ga;Ga;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;N;N;N;N,C;Ga;H;N,False,True,False,True,False
JVASP-28364,train,-0.33309,formation_energy_peratom,POSCAR-JVASP-28364.vasp,Cr3N2,5,Cr;Cr;Cr;N;N,Cr;N,False,True,False,True,False
JVASP-91758,train,0.29479,formation_energy_peratom,POSCAR-JVASP-91758.vasp,Pd3N,8,Pd;Pd;Pd;Pd;Pd;Pd;N;N,N;Pd,False,True,False,True,False
JVASP-90825,train,0.02137,formation_energy_peratom,POSCAR-JVASP-90825.vasp,NaN,8,Na;Na;Na;Na;N;N;N;N,N;Na,False,True,False,True,False
JVASP-98142,train,0.08637,formation_energy_peratom,POSCAR-JVASP-98142.vasp,PC2S2N3,32,P;P;P;P;C;C;C;C;C;C;C;C;S;S;S;S;S;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N,C;N;P;S,False,True,False,True,False
JVASP-85938,train,-0.298,formation_energy_peratom,POSCAR-JVASP-85938.vasp,VS2N3Cl2,16,V;V;S;S;S;S;N;N;N;N;N;N;Cl;Cl;Cl;Cl,Cl;N;S;V,False,True,False,True,False
JVASP-14878,train,-0.98618,formation_energy_peratom,POSCAR-JVASP-14878.vasp,TaN,2,Ta;N,N;Ta,False,True,False,True,False
JVASP-62756,train,-1.38422,formation_energy_peratom,POSCAR-JVASP-62756.vasp,BN,4,B;B;N;N,B;N,False,True,False,True,False
JVASP-98420,train,-0.76648,formation_energy_peratom,POSCAR-JVASP-98420.vasp,Ti3Zn3N,28,Ti;Ti;Ti;Ti;Ti;Ti;Ti;Ti;Ti;Ti;Ti;Ti;Zn;Zn;Zn;Zn;Zn;Zn;Zn;Zn;Zn;Zn;Zn;Zn;N;N;N;N,N;Ti;Zn,False,True,False,True,False
JVASP-89320,train,0.30667,formation_energy_peratom,POSCAR-JVASP-89320.vasp,CdHgSe4C4N4,14,Cd;Hg;Se;Se;Se;Se;C;C;C;C;N;N;N;N,C;Cd;Hg;N;Se,False,True,False,True,False
JVASP-87122,train,-0.34958,formation_energy_peratom,POSCAR-JVASP-87122.vasp,Ba3NaN,10,Ba;Ba;Ba;Ba;Ba;Ba;Na;Na;N;N,Ba;N;Na,False,True,False,True,False
JVASP-91807,train,0.4657,formation_energy_peratom,POSCAR-JVASP-91807.vasp,OsN,8,Os;Os;Os;Os;N;N;N;N,N;Os,False,True,False,True,False
JVASP-97474,train,-0.38745,formation_energy_peratom,POSCAR-JVASP-97474.vasp,H12W3C4NCl9,58,H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;W;W;W;W;W;W;C;C;C;C;C;C;C;C;N;N;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl;Cl,C;Cl;H;N;W,False,True,False,True,False
JVASP-97420,train,-1.28957,formation_energy_peratom,POSCAR-JVASP-97420.vasp,AsCS3N2F11,36,As;As;C;C;S;S;S;S;S;S;N;N;N;N;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,As;C;F;N;S,False,True,False,True,False
JVASP-86795,train,-0.69147,formation_energy_peratom,POSCAR-JVASP-86795.vasp,Sr2LiCoN2,12,Sr;Sr;Sr;Sr;Li;Li;Co;Co;N;N;N;N,Co;Li;N;Sr,False,True,False,True,False
JVASP-90060,train,-0.45925,formation_energy_peratom,POSCAR-JVASP-90060.vasp,TcN2F6,9,Tc;N;N;F;F;F;F;F;F,F;N;Tc,False,True,False,True,False
JVASP-86693,train,-0.58917,formation_energy_peratom,POSCAR-JVASP-86693.vasp,RbLaSiC4N8,15,Rb;La;Si;C;C;C;C;N;N;N;N;N;N;N;N,C;La;N;Rb;Si,False,True,False,True,False
JVASP-98220,train,-0.15731,formation_energy_peratom,POSCAR-JVASP-98220.vasp,Fe12N5,34,Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;Fe;N;N;N;N;N;N;N;N;N;N,Fe;N,False,True,False,True,False
JVASP-91861,train,-0.14012,formation_energy_peratom,POSCAR-JVASP-91861.vasp,Fe3N,8,Fe;Fe;Fe;Fe;Fe;Fe;N;N,Fe;N,False,True,False,True,False
JVASP-85484,train,0.64862,formation_energy_peratom,POSCAR-JVASP-85484.vasp,AsC3N3,14,As;As;C;C;C;C;C;C;N;N;N;N;N;N,As;C;N,False,True,False,True,False
JVASP-86291,train,0.38004,formation_energy_peratom,POSCAR-JVASP-86291.vasp,PtN2,6,Pt;Pt;N;N;N;N,N;Pt,False,True,False,True,False
JVASP-22673,train,-1.3844,formation_energy_peratom,POSCAR-JVASP-22673.vasp,BN,4,B;B;N;N,B;N,False,True,False,True,False
JVASP-92167,train,-0.21264,formation_energy_peratom,POSCAR-JVASP-92167.vasp,CuPN2,8,Cu;Cu;P;P;N;N;N;N,Cu;N;P,False,True,False,True,False
JVASP-60966,train,0.46759,formation_energy_peratom,POSCAR-JVASP-60966.vasp,RbAuN12,28,Rb;Rb;Au;Au;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,Au;N;Rb,False,True,False,True,False
JVASP-85389,train,0.48884,formation_energy_peratom,POSCAR-JVASP-85389.vasp,CdPdC6N6,14,Cd;Pd;C;C;C;C;C;C;N;N;N;N;N;N,C;Cd;N;Pd,False,True,False,True,False
JVASP-86114,train,-1.38518,formation_energy_peratom,POSCAR-JVASP-86114.vasp,Ca4TiN4,18,Ca;Ca;Ca;Ca;Ca;Ca;Ca;Ca;Ti;Ti;N;N;N;N;N;N;N;N,Ca;N;Ti,False,True,False,True,False
JVASP-90188,train,1.54619,formation_energy_peratom,POSCAR-JVASP-90188.vasp,PtN4Cl4,9,Pt;N;N;N;N;Cl;Cl;Cl;Cl,Cl;N;Pt,False,True,False,True,False
JVASP-97492,train,0.05937,formation_energy_peratom,POSCAR-JVASP-97492.vasp,Cu4H3C2N5,28,Cu;Cu;Cu;Cu;Cu;Cu;Cu;Cu;H;H;H;H;H;H;C;C;C;C;N;N;N;N;N;N;N;N;N;N,C;Cu;H;N,False,True,False,True,False
JVASP-61567,train,-1.24344,formation_energy_peratom,POSCAR-JVASP-61567.vasp,Sr3Al2N4,36,Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Sr;Al;Al;Al;Al;Al;Al;Al;Al;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N,Al;N;Sr,False,True,False,True,False
JVASP-1411,train,-0.20282,formation_energy_peratom,POSCAR-JVASP-1411.vasp,LiN3,4,Li;N;N;N,Li;N,False,True,False,True,False
JVASP-97562,train,-0.16516,formation_energy_peratom,POSCAR-JVASP-97562.vasp,H12C4IN,36,H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;I;I;N;N,C;H;I;N,False,True,False,True,False
