family,N,seed,epochs,best_val_epoch,best_val_l1,test_mae_eV_per_atom,png_path,pdf_path
oxide,200,0,100,70,0.012473545037209988,0.03628438742372592,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed0_training_curves.pdf
oxide,200,1,100,90,0.00708085298538208,0.036019162441361594,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed1_training_curves.pdf
oxide,200,2,100,33,0.007677263114601374,0.03614974021488007,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed2_training_curves.pdf
oxide,200,3,100,71,0.013111851178109646,0.03595118445605969,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed3_training_curves.pdf
oxide,200,4,100,65,0.0244851466268301,0.03644060519303639,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N200_seed4_training_curves.pdf
oxide,500,0,100,31,0.009800976840779185,0.03634326631718533,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed0_training_curves.pdf
oxide,500,1,100,34,0.011511520948261023,0.03591665216973252,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed1_training_curves.pdf
oxide,500,2,100,98,0.011832450050860643,0.035667674739768535,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed2_training_curves.pdf
oxide,500,3,100,74,0.011417646426707506,0.03553463089687127,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed3_training_curves.pdf
oxide,500,4,100,57,0.011545723769813776,0.03586168338515171,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N500_seed4_training_curves.pdf
oxide,1000,0,100,31,0.011082303943112493,0.03580053347289045,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed0_training_curves.pdf
oxide,1000,1,100,54,0.014784004772081971,0.035710351002707606,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed1_training_curves.pdf
oxide,1000,2,100,68,0.010362946311943233,0.03550837771710375,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed2_training_curves.pdf
oxide,1000,3,100,88,0.013549147639423609,0.035516659253009536,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed3_training_curves.pdf
oxide,1000,4,100,44,0.007945606717839837,0.03531874660882632,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/oxide/oxide_N1000_seed4_training_curves.pdf
nitride,10,0,100,1,0.0199296735227108,0.07067536597317162,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed0_training_curves.pdf
nitride,10,1,100,1,0.007687930017709732,0.07036073740633313,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed1_training_curves.pdf
nitride,10,2,100,1,0.007056152913719416,0.07016104429744738,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed2_training_curves.pdf
nitride,10,3,100,1,0.0078303636983037,0.07030223050608861,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed3_training_curves.pdf
nitride,10,4,100,1,0.01018601655960083,0.07053778268981817,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N10_seed4_training_curves.pdf
nitride,50,0,100,1,0.015224844217300415,0.07058847602456808,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed0_training_curves.pdf
nitride,50,1,100,1,0.004987948574125767,0.07046521933025811,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed1_training_curves.pdf
nitride,50,2,100,1,0.008869803510606289,0.07176730694818842,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed2_training_curves.pdf
nitride,50,3,100,1,0.007493412587791681,0.07025987777304797,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed3_training_curves.pdf
nitride,50,4,100,1,0.013017338700592518,0.0704646641542473,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N50_seed4_training_curves.pdf
nitride,100,0,100,1,0.04913969337940216,0.0713185384515519,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed0_training_curves.pdf
nitride,100,1,100,1,0.010499042458832264,0.07225726448646015,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed1_training_curves.pdf
nitride,100,2,100,1,0.011069918982684612,0.07282278507424533,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed2_training_curves.pdf
nitride,100,3,100,1,0.008235613815486431,0.07096283415655706,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed3_training_curves.pdf
nitride,100,4,100,1,0.015215277671813965,0.07144282140176404,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N100_seed4_training_curves.pdf
nitride,200,0,100,1,0.034280240535736084,0.07397553981243332,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed0_training_curves.pdf
nitride,200,1,100,1,0.015702610835433006,0.07541776124449555,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed1_training_curves.pdf
nitride,200,2,100,1,0.011249640956521034,0.07464463349185453,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed2_training_curves.pdf
nitride,200,3,100,1,0.035856038331985474,0.07411063829637017,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed3_training_curves.pdf
nitride,200,4,100,1,0.01570368930697441,0.07387269064322237,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N200_seed4_training_curves.pdf
nitride,500,0,100,92,0.05099859833717346,0.08392129605251157,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed0_training_curves.pdf
nitride,500,1,100,76,0.027856486849486828,0.0817366120875005,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed1_training_curves.pdf
nitride,500,2,100,94,0.024122053757309914,0.08123075317837729,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed2_training_curves.pdf
nitride,500,3,100,72,0.044329484924674034,0.07981861477394488,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed3_training_curves.pdf
nitride,500,4,100,59,0.036814114078879356,0.0809081614956506,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N500_seed4_training_curves.pdf
nitride,1000,0,100,84,0.03259954508394003,0.07619024978658138,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed0_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed0_training_curves.pdf
nitride,1000,1,100,87,0.025311964098364115,0.07657949496368485,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed1_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed1_training_curves.pdf
nitride,1000,2,100,78,0.021078393328934908,0.07653737415305593,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed2_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed2_training_curves.pdf
nitride,1000,3,100,71,0.03777118772268295,0.07634330033671019,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed3_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed3_training_curves.pdf
nitride,1000,4,100,72,0.01953767193481326,0.07613685350741975,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed4_training_curves.png,reports/Hyperparameter Set 3/Training Curves/Finetuning/nitride/nitride_N1000_seed4_training_curves.pdf
