subset_name,subset_order,structure_id,material_id,family,split,formula,target_formation_energy_peratom,pretrained_prediction,absolute_error,embedding_available,embedding_npz_path,embedding_row_index,embedding_sources,embedding_source_count,filename,structure_path,source_manifest,source_row_index,n_atoms,is_oxide,is_nitride,is_oxynitride,selection_role,sampling_seed,sampled,sample_pool_size,sample_size,sample_draw_rank
oxide_reference_pool,10,JVASP-97499,JVASP-97499,oxide,train,K4MnMo4O15,-2.24322,,,False,,,,0,POSCAR-JVASP-97499.vasp,data_shared/oxide/structures/POSCAR-JVASP-97499.vasp,data_shared/oxide/manifests/pool.csv,10,48,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,11,JVASP-97677,JVASP-97677,oxide,train,Rb2GeB4O9,-2.40698,,,False,,,,0,POSCAR-JVASP-97677.vasp,data_shared/oxide/structures/POSCAR-JVASP-97677.vasp,data_shared/oxide/manifests/pool.csv,11,64,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,12,JVASP-97570,JVASP-97570,oxide,train,Na2Cr2O7,-2.01742,,,False,,,,0,POSCAR-JVASP-97570.vasp,data_shared/oxide/structures/POSCAR-JVASP-97570.vasp,data_shared/oxide/manifests/pool.csv,12,22,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,13,JVASP-89957,JVASP-89957,oxide,train,Sr2Ti2As2OF2,-2.53538,,,False,,,,0,POSCAR-JVASP-89957.vasp,data_shared/oxide/structures/POSCAR-JVASP-89957.vasp,data_shared/oxide/manifests/pool.csv,13,9,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,14,JVASP-98798,JVASP-98798,oxide,train,KMoP2O8,-2.27198,,,False,,,,0,POSCAR-JVASP-98798.vasp,data_shared/oxide/structures/POSCAR-JVASP-98798.vasp,data_shared/oxide/manifests/pool.csv,14,48,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,15,JVASP-86322,JVASP-86322,oxide,train,LiO,-1.61471,,,False,,,,0,POSCAR-JVASP-86322.vasp,data_shared/oxide/structures/POSCAR-JVASP-86322.vasp,data_shared/oxide/manifests/pool.csv,15,8,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,16,JVASP-47529,JVASP-47529,oxide,train,MnCoO4,-1.45226,,,False,,,,0,POSCAR-JVASP-47529.vasp,data_shared/oxide/structures/POSCAR-JVASP-47529.vasp,data_shared/oxide/manifests/pool.csv,16,6,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,17,JVASP-49836,JVASP-49836,oxide,train,CeTiO3,-3.35291,,,False,,,,0,POSCAR-JVASP-49836.vasp,data_shared/oxide/structures/POSCAR-JVASP-49836.vasp,data_shared/oxide/manifests/pool.csv,17,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,18,JVASP-1390,JVASP-1390,oxide,train,SrO,-3.02565,,,False,,,,0,POSCAR-JVASP-1390.vasp,data_shared/oxide/structures/POSCAR-JVASP-1390.vasp,data_shared/oxide/manifests/pool.csv,18,2,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,19,JVASP-47962,JVASP-47962,oxide,train,Li2VO2F,-2.67509,,,False,,,,0,POSCAR-JVASP-47962.vasp,data_shared/oxide/structures/POSCAR-JVASP-47962.vasp,data_shared/oxide/manifests/pool.csv,19,6,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,20,JVASP-1879,JVASP-1879,oxide,train,NaVO2,-2.26988,,,False,,,,0,POSCAR-JVASP-1879.vasp,data_shared/oxide/structures/POSCAR-JVASP-1879.vasp,data_shared/oxide/manifests/pool.csv,20,4,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,21,JVASP-18433,JVASP-18433,oxide,train,LiNiO2,-1.44752,,,False,,,,0,POSCAR-JVASP-18433.vasp,data_shared/oxide/structures/POSCAR-JVASP-18433.vasp,data_shared/oxide/manifests/pool.csv,21,4,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,22,JVASP-97985,JVASP-97985,oxide,train,SnHgO3,-1.13228,,,False,,,,0,POSCAR-JVASP-97985.vasp,data_shared/oxide/structures/POSCAR-JVASP-97985.vasp,data_shared/oxide/manifests/pool.csv,22,10,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,23,JVASP-32197,JVASP-32197,oxide,train,HgHClO4,-0.23818,,,False,,,,0,POSCAR-JVASP-32197.vasp,data_shared/oxide/structures/POSCAR-JVASP-32197.vasp,data_shared/oxide/manifests/pool.csv,23,28,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,24,JVASP-43842,JVASP-43842,oxide,train,V6O7F5,-2.68429,,,False,,,,0,POSCAR-JVASP-43842.vasp,data_shared/oxide/structures/POSCAR-JVASP-43842.vasp,data_shared/oxide/manifests/pool.csv,24,18,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,25,JVASP-87903,JVASP-87903,oxide,train,BaSm2CoO5,-2.88803,,,False,,,,0,POSCAR-JVASP-87903.vasp,data_shared/oxide/structures/POSCAR-JVASP-87903.vasp,data_shared/oxide/manifests/pool.csv,25,9,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,26,JVASP-49773,JVASP-49773,oxide,train,LiTaO3,-2.82215,,,False,,,,0,POSCAR-JVASP-49773.vasp,data_shared/oxide/structures/POSCAR-JVASP-49773.vasp,data_shared/oxide/manifests/pool.csv,26,10,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,27,JVASP-3534,JVASP-3534,oxide,train,BiClO,-1.39849,,,False,,,,0,POSCAR-JVASP-3534.vasp,data_shared/oxide/structures/POSCAR-JVASP-3534.vasp,data_shared/oxide/manifests/pool.csv,27,6,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,28,JVASP-43424,JVASP-43424,oxide,train,Li2MnCuO4,-1.70054,,,False,,,,0,POSCAR-JVASP-43424.vasp,data_shared/oxide/structures/POSCAR-JVASP-43424.vasp,data_shared/oxide/manifests/pool.csv,28,16,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,29,JVASP-3252,JVASP-3252,oxide,train,Sm2SeO2,-3.24311,,,False,,,,0,POSCAR-JVASP-3252.vasp,data_shared/oxide/structures/POSCAR-JVASP-3252.vasp,data_shared/oxide/manifests/pool.csv,29,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,30,JVASP-48383,JVASP-48383,oxide,train,NaFePO4,-1.99266,,,False,,,,0,POSCAR-JVASP-48383.vasp,data_shared/oxide/structures/POSCAR-JVASP-48383.vasp,data_shared/oxide/manifests/pool.csv,30,14,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,31,JVASP-53071,JVASP-53071,oxide,train,MgIn2O4,-2.06549,,,False,,,,0,POSCAR-JVASP-53071.vasp,data_shared/oxide/structures/POSCAR-JVASP-53071.vasp,data_shared/oxide/manifests/pool.csv,31,14,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,32,JVASP-50006,JVASP-50006,oxide,train,RbTaO3,-2.83629,,,False,,,,0,POSCAR-JVASP-50006.vasp,data_shared/oxide/structures/POSCAR-JVASP-50006.vasp,data_shared/oxide/manifests/pool.csv,32,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,33,JVASP-98438,JVASP-98438,oxide,train,PH5N2O4,-0.69247,,,False,,,,0,POSCAR-JVASP-98438.vasp,data_shared/oxide/structures/POSCAR-JVASP-98438.vasp,data_shared/oxide/manifests/pool.csv,33,48,True,False,True,all_oxide_pool,,,,,
oxide_reference_pool,34,JVASP-52881,JVASP-52881,oxide,train,K3CaP2HO8,-2.50095,,,False,,,,0,POSCAR-JVASP-52881.vasp,data_shared/oxide/structures/POSCAR-JVASP-52881.vasp,data_shared/oxide/manifests/pool.csv,34,15,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,35,JVASP-98354,JVASP-98354,oxide,train,Ba9Y2Si6O24,-3.27649,,,False,,,,0,POSCAR-JVASP-98354.vasp,data_shared/oxide/structures/POSCAR-JVASP-98354.vasp,data_shared/oxide/manifests/pool.csv,35,41,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,36,JVASP-42398,JVASP-42398,oxide,train,Li2FeO2F,-2.23094,,,False,,,,0,POSCAR-JVASP-42398.vasp,data_shared/oxide/structures/POSCAR-JVASP-42398.vasp,data_shared/oxide/manifests/pool.csv,36,12,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,37,JVASP-43523,JVASP-43523,oxide,train,Li4VCr3O8,-2.28643,,,False,,,,0,POSCAR-JVASP-43523.vasp,data_shared/oxide/structures/POSCAR-JVASP-43523.vasp,data_shared/oxide/manifests/pool.csv,37,16,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,38,JVASP-50107,JVASP-50107,oxide,train,Tb2SeO2,-3.31305,,,False,,,,0,POSCAR-JVASP-50107.vasp,data_shared/oxide/structures/POSCAR-JVASP-50107.vasp,data_shared/oxide/manifests/pool.csv,38,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,39,JVASP-91608,JVASP-91608,oxide,train,Mg3NiO4,-2.43793,,,False,,,,0,POSCAR-JVASP-91608.vasp,data_shared/oxide/structures/POSCAR-JVASP-91608.vasp,data_shared/oxide/manifests/pool.csv,39,8,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,40,JVASP-48745,JVASP-48745,oxide,train,LiVCuO4,-1.94734,,,False,,,,0,POSCAR-JVASP-48745.vasp,data_shared/oxide/structures/POSCAR-JVASP-48745.vasp,data_shared/oxide/manifests/pool.csv,40,14,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,41,JVASP-97853,JVASP-97853,oxide,train,Sn3PO4F3,-1.94364,,,False,,,,0,POSCAR-JVASP-97853.vasp,data_shared/oxide/structures/POSCAR-JVASP-97853.vasp,data_shared/oxide/manifests/pool.csv,41,11,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,42,JVASP-48232,JVASP-48232,oxide,train,LiMn7O12,-1.77785,,,False,,,,0,POSCAR-JVASP-48232.vasp,data_shared/oxide/structures/POSCAR-JVASP-48232.vasp,data_shared/oxide/manifests/pool.csv,42,20,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,43,JVASP-50396,JVASP-50396,oxide,train,Zr2Bi2O7,-2.59193,,,False,,,,0,POSCAR-JVASP-50396.vasp,data_shared/oxide/structures/POSCAR-JVASP-50396.vasp,data_shared/oxide/manifests/pool.csv,43,22,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,44,JVASP-88009,JVASP-88009,oxide,train,WI3O,-0.82599,,,False,,,,0,POSCAR-JVASP-88009.vasp,data_shared/oxide/structures/POSCAR-JVASP-88009.vasp,data_shared/oxide/manifests/pool.csv,44,20,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,45,JVASP-13907,JVASP-13907,oxide,train,Sr5P3ClO12,-3.08933,,,False,,,,0,POSCAR-JVASP-13907.vasp,data_shared/oxide/structures/POSCAR-JVASP-13907.vasp,data_shared/oxide/manifests/pool.csv,45,42,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,46,JVASP-88825,JVASP-88825,oxide,train,RbHSeO4,-1.14237,,,False,,,,0,POSCAR-JVASP-88825.vasp,data_shared/oxide/structures/POSCAR-JVASP-88825.vasp,data_shared/oxide/manifests/pool.csv,46,28,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,47,JVASP-42657,JVASP-42657,oxide,train,FeO2,-1.39242,,,False,,,,0,POSCAR-JVASP-42657.vasp,data_shared/oxide/structures/POSCAR-JVASP-42657.vasp,data_shared/oxide/manifests/pool.csv,47,6,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,48,JVASP-4492,JVASP-4492,oxide,train,LuTaO4,-3.53591,,,False,,,,0,POSCAR-JVASP-4492.vasp,data_shared/oxide/structures/POSCAR-JVASP-4492.vasp,data_shared/oxide/manifests/pool.csv,48,12,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,49,JVASP-97576,JVASP-97576,oxide,train,Ca4Al6SO12,-3.24073,,,False,,,,0,POSCAR-JVASP-97576.vasp,data_shared/oxide/structures/POSCAR-JVASP-97576.vasp,data_shared/oxide/manifests/pool.csv,49,23,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,50,JVASP-98799,JVASP-98799,oxide,train,VH16C6N6O7F2,-0.76411,,,False,,,,0,POSCAR-JVASP-98799.vasp,data_shared/oxide/structures/POSCAR-JVASP-98799.vasp,data_shared/oxide/manifests/pool.csv,50,76,True,False,True,all_oxide_pool,,,,,
oxide_reference_pool,51,JVASP-52341,JVASP-52341,oxide,train,SbOF,-1.86145,,,False,,,,0,POSCAR-JVASP-52341.vasp,data_shared/oxide/structures/POSCAR-JVASP-52341.vasp,data_shared/oxide/manifests/pool.csv,51,12,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,52,JVASP-42804,JVASP-42804,oxide,train,V4O3F9,-2.89723,,,False,,,,0,POSCAR-JVASP-42804.vasp,data_shared/oxide/structures/POSCAR-JVASP-42804.vasp,data_shared/oxide/manifests/pool.csv,52,16,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,53,JVASP-97500,JVASP-97500,oxide,train,CoIN2O2,-0.19644,,,False,,,,0,POSCAR-JVASP-97500.vasp,data_shared/oxide/structures/POSCAR-JVASP-97500.vasp,data_shared/oxide/manifests/pool.csv,53,24,True,False,True,all_oxide_pool,,,,,
oxide_reference_pool,54,JVASP-15431,JVASP-15431,oxide,train,Li2CuO2,-1.55369,,,False,,,,0,POSCAR-JVASP-15431.vasp,data_shared/oxide/structures/POSCAR-JVASP-15431.vasp,data_shared/oxide/manifests/pool.csv,54,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,55,JVASP-48462,JVASP-48462,oxide,train,Li3CoOF3,-2.49145,,,False,,,,0,POSCAR-JVASP-48462.vasp,data_shared/oxide/structures/POSCAR-JVASP-48462.vasp,data_shared/oxide/manifests/pool.csv,55,8,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,56,JVASP-47623,JVASP-47623,oxide,train,LiFeCoO4,-1.49471,,,False,,,,0,POSCAR-JVASP-47623.vasp,data_shared/oxide/structures/POSCAR-JVASP-47623.vasp,data_shared/oxide/manifests/pool.csv,56,28,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,57,JVASP-42721,JVASP-42721,oxide,train,LiFe2O2F3,-2.02306,,,False,,,,0,POSCAR-JVASP-42721.vasp,data_shared/oxide/structures/POSCAR-JVASP-42721.vasp,data_shared/oxide/manifests/pool.csv,57,16,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,58,JVASP-49949,JVASP-49949,oxide,train,Ce2Nd2O7,-3.58436,,,False,,,,0,POSCAR-JVASP-49949.vasp,data_shared/oxide/structures/POSCAR-JVASP-49949.vasp,data_shared/oxide/manifests/pool.csv,58,22,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,59,JVASP-86026,JVASP-86026,oxide,train,La4Ni3O8,-2.66858,,,False,,,,0,POSCAR-JVASP-86026.vasp,data_shared/oxide/structures/POSCAR-JVASP-86026.vasp,data_shared/oxide/manifests/pool.csv,59,15,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,60,JVASP-88347,JVASP-88347,oxide,train,P6H24N6O19,-1.15637,,,False,,,,0,POSCAR-JVASP-88347.vasp,data_shared/oxide/structures/POSCAR-JVASP-88347.vasp,data_shared/oxide/manifests/pool.csv,60,55,True,False,True,all_oxide_pool,,,,,
oxide_reference_pool,61,JVASP-38346,JVASP-38346,oxide,train,RbAlO3,-1.81118,,,False,,,,0,POSCAR-JVASP-38346.vasp,data_shared/oxide/structures/POSCAR-JVASP-38346.vasp,data_shared/oxide/manifests/pool.csv,61,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,62,JVASP-38540,JVASP-38540,oxide,train,LiYO3,-2.12237,,,False,,,,0,POSCAR-JVASP-38540.vasp,data_shared/oxide/structures/POSCAR-JVASP-38540.vasp,data_shared/oxide/manifests/pool.csv,62,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,63,JVASP-4591,JVASP-4591,oxide,train,Tl6TeO6,-0.85133,,,False,,,,0,POSCAR-JVASP-4591.vasp,data_shared/oxide/structures/POSCAR-JVASP-4591.vasp,data_shared/oxide/manifests/pool.csv,63,13,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,64,JVASP-86570,JVASP-86570,oxide,train,RePbClO4,-1.59866,,,False,,,,0,POSCAR-JVASP-86570.vasp,data_shared/oxide/structures/POSCAR-JVASP-86570.vasp,data_shared/oxide/manifests/pool.csv,64,14,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,65,JVASP-87207,JVASP-87207,oxide,train,MnSe2O6,-1.13327,,,False,,,,0,POSCAR-JVASP-87207.vasp,data_shared/oxide/structures/POSCAR-JVASP-87207.vasp,data_shared/oxide/manifests/pool.csv,65,18,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,66,JVASP-85922,JVASP-85922,oxide,train,Eu2I2O,-1.88116,,,False,,,,0,POSCAR-JVASP-85922.vasp,data_shared/oxide/structures/POSCAR-JVASP-85922.vasp,data_shared/oxide/manifests/pool.csv,66,10,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,67,JVASP-98932,JVASP-98932,oxide,train,NaH2SO4,-1.42011,,,False,,,,0,POSCAR-JVASP-98932.vasp,data_shared/oxide/structures/POSCAR-JVASP-98932.vasp,data_shared/oxide/manifests/pool.csv,67,64,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,68,JVASP-85852,JVASP-85852,oxide,train,Ag3O4,-0.16218,,,False,,,,0,POSCAR-JVASP-85852.vasp,data_shared/oxide/structures/POSCAR-JVASP-85852.vasp,data_shared/oxide/manifests/pool.csv,68,14,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,69,JVASP-88512,JVASP-88512,oxide,train,Nb2FeO6,-2.33628,,,False,,,,0,POSCAR-JVASP-88512.vasp,data_shared/oxide/structures/POSCAR-JVASP-88512.vasp,data_shared/oxide/manifests/pool.csv,69,36,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,70,JVASP-86502,JVASP-86502,oxide,train,ThTi2O6,-3.55196,,,False,,,,0,POSCAR-JVASP-86502.vasp,data_shared/oxide/structures/POSCAR-JVASP-86502.vasp,data_shared/oxide/manifests/pool.csv,70,9,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,71,JVASP-38278,JVASP-38278,oxide,train,RbZnO3,-0.67651,,,False,,,,0,POSCAR-JVASP-38278.vasp,data_shared/oxide/structures/POSCAR-JVASP-38278.vasp,data_shared/oxide/manifests/pool.csv,71,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,72,JVASP-38694,JVASP-38694,oxide,train,NaSrO3,-1.13947,,,False,,,,0,POSCAR-JVASP-38694.vasp,data_shared/oxide/structures/POSCAR-JVASP-38694.vasp,data_shared/oxide/manifests/pool.csv,72,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,73,JVASP-38325,JVASP-38325,oxide,train,RbNiO3,-0.67483,,,False,,,,0,POSCAR-JVASP-38325.vasp,data_shared/oxide/structures/POSCAR-JVASP-38325.vasp,data_shared/oxide/manifests/pool.csv,73,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,74,JVASP-98615,JVASP-98615,oxide,train,Ca3La3B5O15,-3.27414,,,False,,,,0,POSCAR-JVASP-98615.vasp,data_shared/oxide/structures/POSCAR-JVASP-98615.vasp,data_shared/oxide/manifests/pool.csv,74,52,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,75,JVASP-39448,JVASP-39448,oxide,train,RuPbO3,-1.1063,,,False,,,,0,POSCAR-JVASP-39448.vasp,data_shared/oxide/structures/POSCAR-JVASP-39448.vasp,data_shared/oxide/manifests/pool.csv,75,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,76,JVASP-107773,JVASP-107773,oxide,train,Ca3CdO4,-2.77374,,,False,,,,0,POSCAR-JVASP-107773.vasp,data_shared/oxide/structures/POSCAR-JVASP-107773.vasp,data_shared/oxide/manifests/pool.csv,76,8,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,77,JVASP-98439,JVASP-98439,oxide,train,CdH4S2O5,-1.03375,,,False,,,,0,POSCAR-JVASP-98439.vasp,data_shared/oxide/structures/POSCAR-JVASP-98439.vasp,data_shared/oxide/manifests/pool.csv,77,48,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,78,JVASP-97854,JVASP-97854,oxide,train,AgNO3,-0.10368,,,False,,,,0,POSCAR-JVASP-97854.vasp,data_shared/oxide/structures/POSCAR-JVASP-97854.vasp,data_shared/oxide/manifests/pool.csv,78,10,True,False,True,all_oxide_pool,,,,,
oxide_reference_pool,79,JVASP-36857,JVASP-36857,oxide,train,MnAuO2,-1.15603,,,False,,,,0,POSCAR-JVASP-36857.vasp,data_shared/oxide/structures/POSCAR-JVASP-36857.vasp,data_shared/oxide/manifests/pool.csv,79,4,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,80,JVASP-36850,JVASP-36850,oxide,train,MnAgO2,-1.21096,,,False,,,,0,POSCAR-JVASP-36850.vasp,data_shared/oxide/structures/POSCAR-JVASP-36850.vasp,data_shared/oxide/manifests/pool.csv,80,4,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,81,JVASP-36853,JVASP-36853,oxide,train,MnAuO2,-1.14822,,,False,,,,0,POSCAR-JVASP-36853.vasp,data_shared/oxide/structures/POSCAR-JVASP-36853.vasp,data_shared/oxide/manifests/pool.csv,81,4,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,82,JVASP-97429,JVASP-97429,oxide,train,CdP2O6,-2.03639,,,False,,,,0,POSCAR-JVASP-97429.vasp,data_shared/oxide/structures/POSCAR-JVASP-97429.vasp,data_shared/oxide/manifests/pool.csv,82,36,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,83,JVASP-37300,JVASP-37300,oxide,train,SrCaO3,-2.02424,,,False,,,,0,POSCAR-JVASP-37300.vasp,data_shared/oxide/structures/POSCAR-JVASP-37300.vasp,data_shared/oxide/manifests/pool.csv,83,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,84,JVASP-38181,JVASP-38181,oxide,train,KInO3,-1.04267,,,False,,,,0,POSCAR-JVASP-38181.vasp,data_shared/oxide/structures/POSCAR-JVASP-38181.vasp,data_shared/oxide/manifests/pool.csv,84,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,85,JVASP-38289,JVASP-38289,oxide,train,RbSrO3,-1.14494,,,False,,,,0,POSCAR-JVASP-38289.vasp,data_shared/oxide/structures/POSCAR-JVASP-38289.vasp,data_shared/oxide/manifests/pool.csv,85,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,86,JVASP-38327,JVASP-38327,oxide,train,RbCaO3,-1.29606,,,False,,,,0,POSCAR-JVASP-38327.vasp,data_shared/oxide/structures/POSCAR-JVASP-38327.vasp,data_shared/oxide/manifests/pool.csv,86,5,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,87,JVASP-48092,JVASP-48092,oxide,train,Mn3O4F2,-2.01166,,,False,,,,0,POSCAR-JVASP-48092.vasp,data_shared/oxide/structures/POSCAR-JVASP-48092.vasp,data_shared/oxide/manifests/pool.csv,87,18,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,88,JVASP-47532,JVASP-47532,oxide,train,Mn2FeO3,-1.20979,,,False,,,,0,POSCAR-JVASP-47532.vasp,data_shared/oxide/structures/POSCAR-JVASP-47532.vasp,data_shared/oxide/manifests/pool.csv,88,12,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,89,JVASP-22557,JVASP-22557,oxide,train,CrCuO2,-1.39347,,,False,,,,0,POSCAR-JVASP-22557.vasp,data_shared/oxide/structures/POSCAR-JVASP-22557.vasp,data_shared/oxide/manifests/pool.csv,89,4,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,90,JVASP-22671,JVASP-22671,oxide,train,NaCrO2,-1.8573,,,False,,,,0,POSCAR-JVASP-22671.vasp,data_shared/oxide/structures/POSCAR-JVASP-22671.vasp,data_shared/oxide/manifests/pool.csv,90,4,True,False,False,all_oxide_pool,,,,,
oxide_reference_pool,91,JVASP-89035,JVASP-89035,oxide,train,Tl2MoO4,-1.70163,,,False,,,,0,POSCAR-JVASP-89035.vasp,data_shared/oxide/structures/POSCAR-JVASP-89035.vasp,data_shared/oxide/manifests/pool.csv,91,14,True,False,False,all_oxide_pool,,,,,
