material_id,family,split,formula,target_formation_energy_peratom,pretrained_prediction,absolute_error,filename,structure_path,source_manifest,n_atoms,is_oxide,is_nitride,is_oxynitride
JVASP-22671,oxide,train,NaCrO2,-1.8573,-1.8542910814285278,0.003008918571472119,POSCAR-JVASP-22671.vasp,data_shared/oxide/structures/POSCAR-JVASP-22671.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
JVASP-49894,oxide,train,PrTiO3,-3.33859,-3.335144519805908,0.0034454801940917434,POSCAR-JVASP-49894.vasp,data_shared/oxide/structures/POSCAR-JVASP-49894.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-98801,oxide,train,V2CdP2O10,-2.26979,-2.27260160446167,0.0028116044616699476,POSCAR-JVASP-98801.vasp,data_shared/oxide/structures/POSCAR-JVASP-98801.vasp,data_shared/oxide/manifests/pool.csv,30,True,False,False
JVASP-97338,oxide,train,SiP2O7,-2.39113,-2.383741617202759,0.007388382797241189,POSCAR-JVASP-97338.vasp,data_shared/oxide/structures/POSCAR-JVASP-97338.vasp,data_shared/oxide/manifests/pool.csv,40,True,False,False
JVASP-43844,oxide,train,Li4Ti3V5O16,-2.71502,-2.7186408042907715,0.0036208042907714955,POSCAR-JVASP-43844.vasp,data_shared/oxide/structures/POSCAR-JVASP-43844.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
JVASP-97505,oxide,train,V3H4O8,-1.68952,-1.6803582906723022,0.009161709327697665,POSCAR-JVASP-97505.vasp,data_shared/oxide/structures/POSCAR-JVASP-97505.vasp,data_shared/oxide/manifests/pool.csv,15,True,False,False
JVASP-49779,oxide,train,ZnSeO4,-0.95343,-0.9534981846809387,6.818468093872099e-05,POSCAR-JVASP-49779.vasp,data_shared/oxide/structures/POSCAR-JVASP-49779.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-98619,oxide,train,Sb2RuC6O6F12,-1.60264,-1.6028602123260498,0.00022021232604974017,POSCAR-JVASP-98619.vasp,data_shared/oxide/structures/POSCAR-JVASP-98619.vasp,data_shared/oxide/manifests/pool.csv,54,True,False,False
JVASP-98504,oxide,train,Mn3Se3O10,-1.18451,-1.1796276569366455,0.004882343063354444,POSCAR-JVASP-98504.vasp,data_shared/oxide/structures/POSCAR-JVASP-98504.vasp,data_shared/oxide/manifests/pool.csv,32,True,False,False
JVASP-38326,oxide,train,RbCdO3,-0.49434,-0.48559170961380005,0.008748290386199953,POSCAR-JVASP-38326.vasp,data_shared/oxide/structures/POSCAR-JVASP-38326.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-37208,oxide,train,SiPdO3,-1.3133,-1.314802646636963,0.0015026466369629787,POSCAR-JVASP-37208.vasp,data_shared/oxide/structures/POSCAR-JVASP-37208.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-86443,oxide,train,Cu3P2O8,-1.53855,-1.53892183303833,0.0003718330383299939,POSCAR-JVASP-86443.vasp,data_shared/oxide/structures/POSCAR-JVASP-86443.vasp,data_shared/oxide/manifests/pool.csv,13,True,False,False
JVASP-48649,oxide,train,MnFeP2O8,-1.96675,-1.9752451181411743,0.008495118141174318,POSCAR-JVASP-48649.vasp,data_shared/oxide/structures/POSCAR-JVASP-48649.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,False
JVASP-38283,oxide,train,RbTlO3,-0.53253,-0.5244470834732056,0.008082916526794381,POSCAR-JVASP-38283.vasp,data_shared/oxide/structures/POSCAR-JVASP-38283.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-98620,oxide,train,BaH2C2O4,-1.55337,-1.5546178817749023,0.0012478817749024262,POSCAR-JVASP-98620.vasp,data_shared/oxide/structures/POSCAR-JVASP-98620.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-42544,oxide,train,V6O11F,-2.60109,-2.6056017875671387,0.004511787567138548,POSCAR-JVASP-42544.vasp,data_shared/oxide/structures/POSCAR-JVASP-42544.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-97865,oxide,train,Rb4CO4,-1.48861,-1.484518051147461,0.004091948852539051,POSCAR-JVASP-97865.vasp,data_shared/oxide/structures/POSCAR-JVASP-97865.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-38515,oxide,train,KAgO3,-0.2875,-0.28041425347328186,0.0070857465267181174,POSCAR-JVASP-38515.vasp,data_shared/oxide/structures/POSCAR-JVASP-38515.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-85793,oxide,train,TlCuHSeO5,-0.79153,-0.7842181324958801,0.007311867504119829,POSCAR-JVASP-85793.vasp,data_shared/oxide/structures/POSCAR-JVASP-85793.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-22560,oxide,train,K2PdO2,-1.24162,-1.23983895778656,0.0017810422134398873,POSCAR-JVASP-22560.vasp,data_shared/oxide/structures/POSCAR-JVASP-22560.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-98455,oxide,train,AsPO5,-1.63714,-1.6336748600006104,0.003465139999389688,POSCAR-JVASP-98455.vasp,data_shared/oxide/structures/POSCAR-JVASP-98455.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
JVASP-42416,oxide,train,Na4WO4,-1.95251,-1.9475898742675781,0.004920125732421843,POSCAR-JVASP-42416.vasp,data_shared/oxide/structures/POSCAR-JVASP-42416.vasp,data_shared/oxide/manifests/pool.csv,9,True,False,False
JVASP-42811,oxide,train,Li4CoO2F2,-2.19315,-2.198456048965454,0.005306048965453947,POSCAR-JVASP-42811.vasp,data_shared/oxide/structures/POSCAR-JVASP-42811.vasp,data_shared/oxide/manifests/pool.csv,9,True,False,False
JVASP-97509,oxide,train,NpO2F2,-2.64794,-2.657621383666992,0.009681383666992005,POSCAR-JVASP-97509.vasp,data_shared/oxide/structures/POSCAR-JVASP-97509.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-48475,oxide,train,Mn3O2F4,-2.20488,-2.2087669372558594,0.003886937255859202,POSCAR-JVASP-48475.vasp,data_shared/oxide/structures/POSCAR-JVASP-48475.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-32,oxide,train,Al2O3,-3.31332,-3.318005084991455,0.004685084991455035,POSCAR-JVASP-32.vasp,data_shared/oxide/structures/POSCAR-JVASP-32.vasp,data_shared/oxide/manifests/pool.csv,10,True,False,False
JVASP-43306,oxide,train,Ni2PO5,-1.47396,-1.4729769229888916,0.0009830770111083353,POSCAR-JVASP-43306.vasp,data_shared/oxide/structures/POSCAR-JVASP-43306.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-85718,oxide,train,BaTiO3,-2.50585,-2.5253396034240723,0.019489603424072133,POSCAR-JVASP-85718.vasp,data_shared/oxide/structures/POSCAR-JVASP-85718.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-98511,oxide,train,Dy6Fe16O,-0.39043,-0.38691288232803345,0.003517117671966552,POSCAR-JVASP-98511.vasp,data_shared/oxide/structures/POSCAR-JVASP-98511.vasp,data_shared/oxide/manifests/pool.csv,23,True,False,False
JVASP-42633,oxide,train,LiMn2P2O8,-2.07238,-2.0737991333007812,0.0014191333007813611,POSCAR-JVASP-42633.vasp,data_shared/oxide/structures/POSCAR-JVASP-42633.vasp,data_shared/oxide/manifests/pool.csv,26,True,False,False
JVASP-97397,oxide,train,Na2Nb4O11,-2.67293,-2.672628879547119,0.0003011204528808875,POSCAR-JVASP-97397.vasp,data_shared/oxide/structures/POSCAR-JVASP-97397.vasp,data_shared/oxide/manifests/pool.csv,34,True,False,False
JVASP-97820,oxide,train,Na2Si2O5,-2.66628,-2.667180061340332,0.0009000613403320479,POSCAR-JVASP-97820.vasp,data_shared/oxide/structures/POSCAR-JVASP-97820.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-98627,oxide,train,Na2Si3H2O8,-2.37961,-2.3816580772399902,0.0020480772399902314,POSCAR-JVASP-98627.vasp,data_shared/oxide/structures/POSCAR-JVASP-98627.vasp,data_shared/oxide/manifests/pool.csv,60,True,False,False
JVASP-98057,oxide,train,BaY6Si3B6O24F2,-3.32431,-3.323547840118408,0.0007621598815918951,POSCAR-JVASP-98057.vasp,data_shared/oxide/structures/POSCAR-JVASP-98057.vasp,data_shared/oxide/manifests/pool.csv,42,True,False,False
JVASP-98513,oxide,train,Bi5IO7,-1.30868,-1.3075634241104126,0.0011165758895874678,POSCAR-JVASP-98513.vasp,data_shared/oxide/structures/POSCAR-JVASP-98513.vasp,data_shared/oxide/manifests/pool.csv,26,True,False,False
JVASP-97877,oxide,train,Ca4P6O19,-2.74612,-2.7424063682556152,0.00371363174438466,POSCAR-JVASP-97877.vasp,data_shared/oxide/structures/POSCAR-JVASP-97877.vasp,data_shared/oxide/manifests/pool.csv,58,True,False,False
JVASP-32223,oxide,train,NiH12Cl2O6,-0.94012,-0.9380682706832886,0.0020517293167113815,POSCAR-JVASP-32223.vasp,data_shared/oxide/structures/POSCAR-JVASP-32223.vasp,data_shared/oxide/manifests/pool.csv,21,True,False,False
JVASP-48811,oxide,train,Li3CrCo3O8,-1.73264,-1.7359347343444824,0.003294734344482464,POSCAR-JVASP-48811.vasp,data_shared/oxide/structures/POSCAR-JVASP-48811.vasp,data_shared/oxide/manifests/pool.csv,15,True,False,False
JVASP-98767,oxide,train,Ca6Si3H2O13,-3.02097,-3.0225000381469727,0.001530038146972501,POSCAR-JVASP-98767.vasp,data_shared/oxide/structures/POSCAR-JVASP-98767.vasp,data_shared/oxide/manifests/pool.csv,48,True,False,False
JVASP-43076,oxide,train,Na5Li3Ti5O14,-2.77628,-2.7741494178771973,0.0021305821228025934,POSCAR-JVASP-43076.vasp,data_shared/oxide/structures/POSCAR-JVASP-43076.vasp,data_shared/oxide/manifests/pool.csv,27,True,False,False
JVASP-98466,oxide,train,K3SmP2O8,-2.76577,-2.7692904472351074,0.003520447235107582,POSCAR-JVASP-98466.vasp,data_shared/oxide/structures/POSCAR-JVASP-98466.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
JVASP-98637,oxide,train,K2P2H2O7,-2.04488,-2.0541069507598877,0.009226950759887664,POSCAR-JVASP-98637.vasp,data_shared/oxide/structures/POSCAR-JVASP-98637.vasp,data_shared/oxide/manifests/pool.csv,52,True,False,False
JVASP-97772,oxide,train,Pr2Se2O,-2.5878,-2.576962947845459,0.010837052154541116,POSCAR-JVASP-97772.vasp,data_shared/oxide/structures/POSCAR-JVASP-97772.vasp,data_shared/oxide/manifests/pool.csv,20,True,False,False
JVASP-44101,oxide,train,Fe6O7F5,-1.65561,-1.6559910774230957,0.00038107742309567705,POSCAR-JVASP-44101.vasp,data_shared/oxide/structures/POSCAR-JVASP-44101.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-98587,oxide,train,PH3O4,-1.53021,-1.5270227193832397,0.003187280616760324,POSCAR-JVASP-98587.vasp,data_shared/oxide/structures/POSCAR-JVASP-98587.vasp,data_shared/oxide/manifests/pool.csv,32,True,False,False
JVASP-42815,oxide,train,Na2VO3,-2.26038,-2.2590413093566895,0.0013386906433106027,POSCAR-JVASP-42815.vasp,data_shared/oxide/structures/POSCAR-JVASP-42815.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-98467,oxide,train,Dy4B6O15,-3.17428,-3.173964738845825,0.00031526115417479517,POSCAR-JVASP-98467.vasp,data_shared/oxide/structures/POSCAR-JVASP-98467.vasp,data_shared/oxide/manifests/pool.csv,50,True,False,False
JVASP-98250,oxide,train,InH8C4NO10,-1.03593,-1.0350918769836426,0.0008381230163574394,POSCAR-JVASP-98250.vasp,data_shared/oxide/structures/POSCAR-JVASP-98250.vasp,data_shared/oxide/manifests/pool.csv,72,True,False,True
JVASP-48114,oxide,train,CoOF,-1.44428,-1.4503308534622192,0.00605085346221923,POSCAR-JVASP-48114.vasp,data_shared/oxide/structures/POSCAR-JVASP-48114.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-87128,oxide,train,CoO,-0.66073,-0.6585533618927002,0.002176638107299844,POSCAR-JVASP-87128.vasp,data_shared/oxide/structures/POSCAR-JVASP-87128.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
JVASP-98528,oxide,train,Hg3PO4,-1.11759,-1.1084164381027222,0.009173561897277915,POSCAR-JVASP-98528.vasp,data_shared/oxide/structures/POSCAR-JVASP-98528.vasp,data_shared/oxide/manifests/pool.csv,32,True,False,False
JVASP-97453,oxide,train,Rb6Si10O23,-2.73531,-2.729448080062866,0.005861919937133919,POSCAR-JVASP-97453.vasp,data_shared/oxide/structures/POSCAR-JVASP-97453.vasp,data_shared/oxide/manifests/pool.csv,39,True,False,False
JVASP-98123,oxide,train,H3ClO5,-0.36063,-0.3549997806549072,0.0056302193450927795,POSCAR-JVASP-98123.vasp,data_shared/oxide/structures/POSCAR-JVASP-98123.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-89054,oxide,train,DyCrO3,-3.04522,-3.054163694381714,0.00894369438171383,POSCAR-JVASP-89054.vasp,data_shared/oxide/structures/POSCAR-JVASP-89054.vasp,data_shared/oxide/manifests/pool.csv,20,True,False,False
JVASP-97532,oxide,train,Ba2ZnH6O6,-1.13093,-1.128344178199768,0.0025858218002319244,POSCAR-JVASP-97532.vasp,data_shared/oxide/structures/POSCAR-JVASP-97532.vasp,data_shared/oxide/manifests/pool.csv,30,True,False,False
JVASP-52566,oxide,train,TiGa2O5,-2.40821,-2.4087882041931152,0.0005782041931152726,POSCAR-JVASP-52566.vasp,data_shared/oxide/structures/POSCAR-JVASP-52566.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-98205,oxide,train,V2CoP2O10,-2.20264,-2.205399513244629,0.002759513244628753,POSCAR-JVASP-98205.vasp,data_shared/oxide/structures/POSCAR-JVASP-98205.vasp,data_shared/oxide/manifests/pool.csv,30,True,False,False
JVASP-97313,oxide,train,Y4AlSiNO8,-3.42531,-3.426100254058838,0.0007902540588378137,POSCAR-JVASP-97313.vasp,data_shared/oxide/structures/POSCAR-JVASP-97313.vasp,data_shared/oxide/manifests/pool.csv,60,True,False,True
JVASP-62733,oxide,train,BPb3O4F,-1.85946,-1.8598811626434326,0.00042116264343272647,POSCAR-JVASP-62733.vasp,data_shared/oxide/structures/POSCAR-JVASP-62733.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-97459,oxide,train,KVSO6,-2.03,-2.0275931358337402,0.0024068641662595702,POSCAR-JVASP-97459.vasp,data_shared/oxide/structures/POSCAR-JVASP-97459.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-98474,oxide,train,LiLa4NiO8,-3.1197,-3.125380039215088,0.005680039215087973,POSCAR-JVASP-98474.vasp,data_shared/oxide/structures/POSCAR-JVASP-98474.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
JVASP-89307,oxide,train,EuClO,-3.29812,-3.307281255722046,0.009161255722045958,POSCAR-JVASP-89307.vasp,data_shared/oxide/structures/POSCAR-JVASP-89307.vasp,data_shared/oxide/manifests/pool.csv,6,True,False,False
JVASP-47983,oxide,train,Li2Fe2CoO6,-1.64224,-1.6431639194488525,0.000923919448852617,POSCAR-JVASP-47983.vasp,data_shared/oxide/structures/POSCAR-JVASP-47983.vasp,data_shared/oxide/manifests/pool.csv,11,True,False,False
JVASP-97412,oxide,train,CdGeBi2O6,-1.49936,-1.4997860193252563,0.0004260193252563216,POSCAR-JVASP-97412.vasp,data_shared/oxide/structures/POSCAR-JVASP-97412.vasp,data_shared/oxide/manifests/pool.csv,40,True,False,False
JVASP-97781,oxide,train,La2CuSnO6,-2.59507,-2.593282461166382,0.001787538833618374,POSCAR-JVASP-97781.vasp,data_shared/oxide/structures/POSCAR-JVASP-97781.vasp,data_shared/oxide/manifests/pool.csv,40,True,False,False
JVASP-85874,oxide,train,TeO3,-0.8856,-0.8810547590255737,0.004545240974426323,POSCAR-JVASP-85874.vasp,data_shared/oxide/structures/POSCAR-JVASP-85874.vasp,data_shared/oxide/manifests/pool.csv,8,True,False,False
JVASP-85381,oxide,train,K4CO4,-1.51253,-1.5141286849975586,0.0015986849975586637,POSCAR-JVASP-85381.vasp,data_shared/oxide/structures/POSCAR-JVASP-85381.vasp,data_shared/oxide/manifests/pool.csv,9,True,False,False
JVASP-43545,oxide,train,Li7V5O12,-2.46353,-2.4601335525512695,0.0033964474487304663,POSCAR-JVASP-43545.vasp,data_shared/oxide/structures/POSCAR-JVASP-43545.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,False
JVASP-88858,oxide,train,UMo5O16,-2.34384,-2.3506667613983154,0.006826761398315284,POSCAR-JVASP-88858.vasp,data_shared/oxide/structures/POSCAR-JVASP-88858.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
JVASP-50699,oxide,train,LiNbTe3O12,-1.39813,-1.3964862823486328,0.0016437176513672824,POSCAR-JVASP-50699.vasp,data_shared/oxide/structures/POSCAR-JVASP-50699.vasp,data_shared/oxide/manifests/pool.csv,17,True,False,False
JVASP-16936,oxide,train,SbO2,-1.12883,-1.1210999488830566,0.0077300511169433594,POSCAR-JVASP-16936.vasp,data_shared/oxide/structures/POSCAR-JVASP-16936.vasp,data_shared/oxide/manifests/pool.csv,3,True,False,False
JVASP-90358,oxide,train,Na5CoSO2,-1.23093,-1.2340341806411743,0.0031041806411742368,POSCAR-JVASP-90358.vasp,data_shared/oxide/structures/POSCAR-JVASP-90358.vasp,data_shared/oxide/manifests/pool.csv,9,True,False,False
JVASP-98415,oxide,train,KAlH2CO5,-1.97116,-1.9752672910690308,0.0041072910690307385,POSCAR-JVASP-98415.vasp,data_shared/oxide/structures/POSCAR-JVASP-98415.vasp,data_shared/oxide/manifests/pool.csv,20,True,False,False
JVASP-42959,oxide,train,Li4Mn3SbO8,-1.81229,-1.8056480884552002,0.006641911544799761,POSCAR-JVASP-42959.vasp,data_shared/oxide/structures/POSCAR-JVASP-42959.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-97783,oxide,train,CaTi4P6O24,-2.74249,-2.7426819801330566,0.00019198013305654626,POSCAR-JVASP-97783.vasp,data_shared/oxide/structures/POSCAR-JVASP-97783.vasp,data_shared/oxide/manifests/pool.csv,35,True,False,False
JVASP-97662,oxide,train,NaLiH4C2O5,-1.29845,-1.2991530895233154,0.0007030895233153256,POSCAR-JVASP-97662.vasp,data_shared/oxide/structures/POSCAR-JVASP-97662.vasp,data_shared/oxide/manifests/pool.csv,52,True,False,False
JVASP-88027,oxide,train,Sr3CuIrO6,-2.1142,-2.117258310317993,0.003058310317993307,POSCAR-JVASP-88027.vasp,data_shared/oxide/structures/POSCAR-JVASP-88027.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
JVASP-60915,oxide,train,Ca4MgB4H6C2O18,-2.26432,-2.265774965286255,0.0014549652862547724,POSCAR-JVASP-60915.vasp,data_shared/oxide/structures/POSCAR-JVASP-60915.vasp,data_shared/oxide/manifests/pool.csv,35,True,False,False
JVASP-42327,oxide,train,Fe4O3F5,-1.79525,-1.7957209348678589,0.0004709348678588743,POSCAR-JVASP-42327.vasp,data_shared/oxide/structures/POSCAR-JVASP-42327.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,False
JVASP-85382,oxide,train,Li4CO4,-1.86582,-1.8655450344085693,0.0002749655914306981,POSCAR-JVASP-85382.vasp,data_shared/oxide/structures/POSCAR-JVASP-85382.vasp,data_shared/oxide/manifests/pool.csv,9,True,False,False
JVASP-62434,oxide,train,Na4BeAlSi4ClO12,-2.76184,-2.764345645904541,0.002505645904541165,POSCAR-JVASP-62434.vasp,data_shared/oxide/structures/POSCAR-JVASP-62434.vasp,data_shared/oxide/manifests/pool.csv,23,True,False,False
JVASP-42557,oxide,train,Mn3O4F2,-1.99576,-2.0026485919952393,0.006888591995239279,POSCAR-JVASP-42557.vasp,data_shared/oxide/structures/POSCAR-JVASP-42557.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-97369,oxide,train,BaNb2O6,-2.98175,-2.983553171157837,0.0018031711578370135,POSCAR-JVASP-97369.vasp,data_shared/oxide/structures/POSCAR-JVASP-97369.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-87243,oxide,train,Sr5B3BrO9,-3.01995,-3.026671886444092,0.006721886444091663,POSCAR-JVASP-87243.vasp,data_shared/oxide/structures/POSCAR-JVASP-87243.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-48825,oxide,train,Li3NiO2F2,-2.20121,-2.2044520378112793,0.003242037811279186,POSCAR-JVASP-48825.vasp,data_shared/oxide/structures/POSCAR-JVASP-48825.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-61502,oxide,train,SrCu2B2O6,-2.04861,-2.0535507202148438,0.004940720214843708,POSCAR-JVASP-61502.vasp,data_shared/oxide/structures/POSCAR-JVASP-61502.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
JVASP-1405,oxide,train,CaO,-3.27314,-3.2769088745117188,0.0037688745117185896,POSCAR-JVASP-1405.vasp,data_shared/oxide/structures/POSCAR-JVASP-1405.vasp,data_shared/oxide/manifests/pool.csv,2,True,False,False
JVASP-86921,oxide,train,EuTaO4,-3.49592,-3.500338077545166,0.004418077545166099,POSCAR-JVASP-86921.vasp,data_shared/oxide/structures/POSCAR-JVASP-86921.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-97715,oxide,train,LiBH15C5NO3,-0.35515,-0.3545236885547638,0.0006263114452362273,POSCAR-JVASP-97715.vasp,data_shared/oxide/structures/POSCAR-JVASP-97715.vasp,data_shared/oxide/manifests/pool.csv,104,True,False,True
JVASP-98343,oxide,train,Fe3P2H8O12,-1.39718,-1.3975096940994263,0.000329694099426181,POSCAR-JVASP-98343.vasp,data_shared/oxide/structures/POSCAR-JVASP-98343.vasp,data_shared/oxide/manifests/pool.csv,50,True,False,False
JVASP-98145,oxide,train,Na3AlP3NO9,-2.37933,-2.3738152980804443,0.005514701919555609,POSCAR-JVASP-98145.vasp,data_shared/oxide/structures/POSCAR-JVASP-98145.vasp,data_shared/oxide/manifests/pool.csv,68,True,False,True
JVASP-87063,oxide,train,LiO,-1.61471,-1.620042324066162,0.00533232406616202,POSCAR-JVASP-87063.vasp,data_shared/oxide/structures/POSCAR-JVASP-87063.vasp,data_shared/oxide/manifests/pool.csv,8,True,False,False
JVASP-48682,oxide,train,Mn3O5F,-1.89101,-1.9020525217056274,0.011042521705627362,POSCAR-JVASP-48682.vasp,data_shared/oxide/structures/POSCAR-JVASP-48682.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-98662,oxide,train,YN3O9,-1.01357,-0.9951328039169312,0.01843719608306893,POSCAR-JVASP-98662.vasp,data_shared/oxide/structures/POSCAR-JVASP-98662.vasp,data_shared/oxide/manifests/pool.csv,52,True,False,True
JVASP-90643,oxide,train,CrCuO2,-1.57702,-1.5786248445510864,0.0016048445510863374,POSCAR-JVASP-90643.vasp,data_shared/oxide/structures/POSCAR-JVASP-90643.vasp,data_shared/oxide/manifests/pool.csv,8,True,False,False
JVASP-97974,oxide,train,Y4Si2S3O7,-3.09704,-3.098270893096924,0.001230893096924035,POSCAR-JVASP-97974.vasp,data_shared/oxide/structures/POSCAR-JVASP-97974.vasp,data_shared/oxide/manifests/pool.csv,64,True,False,False
JVASP-98077,oxide,train,Li2U3P4O20,-2.72326,-2.7264950275421143,0.003235027542114466,POSCAR-JVASP-98077.vasp,data_shared/oxide/structures/POSCAR-JVASP-98077.vasp,data_shared/oxide/manifests/pool.csv,29,True,False,False
JVASP-98547,oxide,train,Tl2Cr3O12,-1.49503,-1.4707369804382324,0.02429301956176766,POSCAR-JVASP-98547.vasp,data_shared/oxide/structures/POSCAR-JVASP-98547.vasp,data_shared/oxide/manifests/pool.csv,68,True,False,False
JVASP-85599,oxide,train,LaCO3F,-2.8684,-2.8777096271514893,0.009309627151489419,POSCAR-JVASP-85599.vasp,data_shared/oxide/structures/POSCAR-JVASP-85599.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-88406,oxide,train,V2PO5,-2.30678,-2.308511257171631,0.0017312571716310288,POSCAR-JVASP-88406.vasp,data_shared/oxide/structures/POSCAR-JVASP-88406.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-85943,oxide,train,Bi2PdO4,-1.05605,-1.053652286529541,0.0023977134704589176,POSCAR-JVASP-85943.vasp,data_shared/oxide/structures/POSCAR-JVASP-85943.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
JVASP-43290,oxide,train,Li2Ni3SnO8,-1.39829,-1.402277946472168,0.003987946472167936,POSCAR-JVASP-43290.vasp,data_shared/oxide/structures/POSCAR-JVASP-43290.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
