material_id,family,split,formula,target_formation_energy_peratom,pretrained_prediction,absolute_error,filename,structure_path,source_manifest,n_atoms,is_oxide,is_nitride,is_oxynitride
JVASP-49773,oxide,train,LiTaO3,-2.82215,-2.8260700702667236,0.003920070266723474,POSCAR-JVASP-49773.vasp,data_shared/oxide/structures/POSCAR-JVASP-49773.vasp,data_shared/oxide/manifests/pool.csv,10,True,False,False
JVASP-3534,oxide,train,BiClO,-1.39849,-1.4041643142700195,0.00567431427001952,POSCAR-JVASP-3534.vasp,data_shared/oxide/structures/POSCAR-JVASP-3534.vasp,data_shared/oxide/manifests/pool.csv,6,True,False,False
JVASP-43424,oxide,train,Li2MnCuO4,-1.70054,-1.703363299369812,0.002823299369812071,POSCAR-JVASP-43424.vasp,data_shared/oxide/structures/POSCAR-JVASP-43424.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-3252,oxide,train,Sm2SeO2,-3.24311,-3.250999689102173,0.007889689102172692,POSCAR-JVASP-3252.vasp,data_shared/oxide/structures/POSCAR-JVASP-3252.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-48383,oxide,train,NaFePO4,-1.99266,-1.994352102279663,0.001692102279662988,POSCAR-JVASP-48383.vasp,data_shared/oxide/structures/POSCAR-JVASP-48383.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
JVASP-53071,oxide,train,MgIn2O4,-2.06549,-2.060805559158325,0.004684440841674853,POSCAR-JVASP-53071.vasp,data_shared/oxide/structures/POSCAR-JVASP-53071.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
JVASP-50006,oxide,train,RbTaO3,-2.83629,-2.8419947624206543,0.005704762420654319,POSCAR-JVASP-50006.vasp,data_shared/oxide/structures/POSCAR-JVASP-50006.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-98438,oxide,train,PH5N2O4,-0.69247,-0.6846163272857666,0.007853672714233428,POSCAR-JVASP-98438.vasp,data_shared/oxide/structures/POSCAR-JVASP-98438.vasp,data_shared/oxide/manifests/pool.csv,48,True,False,True
JVASP-52881,oxide,train,K3CaP2HO8,-2.50095,-2.5058345794677734,0.004884579467773431,POSCAR-JVASP-52881.vasp,data_shared/oxide/structures/POSCAR-JVASP-52881.vasp,data_shared/oxide/manifests/pool.csv,15,True,False,False
JVASP-98354,oxide,train,Ba9Y2Si6O24,-3.27649,-3.282104730606079,0.005614730606079199,POSCAR-JVASP-98354.vasp,data_shared/oxide/structures/POSCAR-JVASP-98354.vasp,data_shared/oxide/manifests/pool.csv,41,True,False,False
JVASP-42398,oxide,train,Li2FeO2F,-2.23094,-2.228081226348877,0.00285877365112297,POSCAR-JVASP-42398.vasp,data_shared/oxide/structures/POSCAR-JVASP-42398.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-43523,oxide,train,Li4VCr3O8,-2.28643,-2.2947487831115723,0.008318783111572081,POSCAR-JVASP-43523.vasp,data_shared/oxide/structures/POSCAR-JVASP-43523.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-50107,oxide,train,Tb2SeO2,-3.31305,-3.315869092941284,0.0028190929412841292,POSCAR-JVASP-50107.vasp,data_shared/oxide/structures/POSCAR-JVASP-50107.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-91608,oxide,train,Mg3NiO4,-2.43793,-2.4411327838897705,0.0032027838897703553,POSCAR-JVASP-91608.vasp,data_shared/oxide/structures/POSCAR-JVASP-91608.vasp,data_shared/oxide/manifests/pool.csv,8,True,False,False
JVASP-48745,oxide,train,LiVCuO4,-1.94734,-1.9438371658325195,0.0035028341674805397,POSCAR-JVASP-48745.vasp,data_shared/oxide/structures/POSCAR-JVASP-48745.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
JVASP-97853,oxide,train,Sn3PO4F3,-1.94364,-1.9454333782196045,0.0017933782196044579,POSCAR-JVASP-97853.vasp,data_shared/oxide/structures/POSCAR-JVASP-97853.vasp,data_shared/oxide/manifests/pool.csv,11,True,False,False
JVASP-48232,oxide,train,LiMn7O12,-1.77785,-1.7785475254058838,0.0006975254058838587,POSCAR-JVASP-48232.vasp,data_shared/oxide/structures/POSCAR-JVASP-48232.vasp,data_shared/oxide/manifests/pool.csv,20,True,False,False
JVASP-50396,oxide,train,Zr2Bi2O7,-2.59193,-2.598966121673584,0.007036121673583917,POSCAR-JVASP-50396.vasp,data_shared/oxide/structures/POSCAR-JVASP-50396.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
JVASP-88009,oxide,train,WI3O,-0.82599,-0.8336721658706665,0.007682165870666502,POSCAR-JVASP-88009.vasp,data_shared/oxide/structures/POSCAR-JVASP-88009.vasp,data_shared/oxide/manifests/pool.csv,20,True,False,False
JVASP-13907,oxide,train,Sr5P3ClO12,-3.08933,-3.0892539024353027,7.60975646971751e-05,POSCAR-JVASP-13907.vasp,data_shared/oxide/structures/POSCAR-JVASP-13907.vasp,data_shared/oxide/manifests/pool.csv,42,True,False,False
JVASP-88825,oxide,train,RbHSeO4,-1.14237,-1.135316252708435,0.007053747291565049,POSCAR-JVASP-88825.vasp,data_shared/oxide/structures/POSCAR-JVASP-88825.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
JVASP-42657,oxide,train,FeO2,-1.39242,-1.3970947265625,0.004674726562500009,POSCAR-JVASP-42657.vasp,data_shared/oxide/structures/POSCAR-JVASP-42657.vasp,data_shared/oxide/manifests/pool.csv,6,True,False,False
JVASP-4492,oxide,train,LuTaO4,-3.53591,-3.538334369659424,0.0024243696594239417,POSCAR-JVASP-4492.vasp,data_shared/oxide/structures/POSCAR-JVASP-4492.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-97576,oxide,train,Ca4Al6SO12,-3.24073,-3.240940809249878,0.00021080924987781913,POSCAR-JVASP-97576.vasp,data_shared/oxide/structures/POSCAR-JVASP-97576.vasp,data_shared/oxide/manifests/pool.csv,23,True,False,False
JVASP-98799,oxide,train,VH16C6N6O7F2,-0.76411,-0.7620019316673279,0.002108068332672075,POSCAR-JVASP-98799.vasp,data_shared/oxide/structures/POSCAR-JVASP-98799.vasp,data_shared/oxide/manifests/pool.csv,76,True,False,True
JVASP-52341,oxide,train,SbOF,-1.86145,-1.864088535308838,0.0026385353088378416,POSCAR-JVASP-52341.vasp,data_shared/oxide/structures/POSCAR-JVASP-52341.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-42804,oxide,train,V4O3F9,-2.89723,-2.900865077972412,0.0036350779724121374,POSCAR-JVASP-42804.vasp,data_shared/oxide/structures/POSCAR-JVASP-42804.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-97500,oxide,train,CoIN2O2,-0.19644,-0.19508865475654602,0.001351345243453983,POSCAR-JVASP-97500.vasp,data_shared/oxide/structures/POSCAR-JVASP-97500.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,True
JVASP-15431,oxide,train,Li2CuO2,-1.55369,-1.5541410446166992,0.00045104461669920326,POSCAR-JVASP-15431.vasp,data_shared/oxide/structures/POSCAR-JVASP-15431.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-48462,oxide,train,Li3CoOF3,-2.49145,-2.496466875076294,0.005016875076294003,POSCAR-JVASP-48462.vasp,data_shared/oxide/structures/POSCAR-JVASP-48462.vasp,data_shared/oxide/manifests/pool.csv,8,True,False,False
JVASP-47623,oxide,train,LiFeCoO4,-1.49471,-1.492747187614441,0.001962812385559065,POSCAR-JVASP-47623.vasp,data_shared/oxide/structures/POSCAR-JVASP-47623.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
JVASP-42721,oxide,train,LiFe2O2F3,-2.02306,-2.024594306945801,0.0015343069458007008,POSCAR-JVASP-42721.vasp,data_shared/oxide/structures/POSCAR-JVASP-42721.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
JVASP-49949,oxide,train,Ce2Nd2O7,-3.58436,-3.5627799034118652,0.021580096588134978,POSCAR-JVASP-49949.vasp,data_shared/oxide/structures/POSCAR-JVASP-49949.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
JVASP-86026,oxide,train,La4Ni3O8,-2.66858,-2.6678144931793213,0.000765506820678663,POSCAR-JVASP-86026.vasp,data_shared/oxide/structures/POSCAR-JVASP-86026.vasp,data_shared/oxide/manifests/pool.csv,15,True,False,False
JVASP-88347,oxide,train,P6H24N6O19,-1.15637,-1.1580712795257568,0.001701279525756938,POSCAR-JVASP-88347.vasp,data_shared/oxide/structures/POSCAR-JVASP-88347.vasp,data_shared/oxide/manifests/pool.csv,55,True,False,True
JVASP-38346,oxide,train,RbAlO3,-1.81118,-1.8088586330413818,0.002321366958618176,POSCAR-JVASP-38346.vasp,data_shared/oxide/structures/POSCAR-JVASP-38346.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-38540,oxide,train,LiYO3,-2.12237,-2.1146740913391113,0.007695908660888762,POSCAR-JVASP-38540.vasp,data_shared/oxide/structures/POSCAR-JVASP-38540.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-4591,oxide,train,Tl6TeO6,-0.85133,-0.8445080518722534,0.006821948127746613,POSCAR-JVASP-4591.vasp,data_shared/oxide/structures/POSCAR-JVASP-4591.vasp,data_shared/oxide/manifests/pool.csv,13,True,False,False
JVASP-86570,oxide,train,RePbClO4,-1.59866,-1.5978177785873413,0.0008422214126586614,POSCAR-JVASP-86570.vasp,data_shared/oxide/structures/POSCAR-JVASP-86570.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
JVASP-87207,oxide,train,MnSe2O6,-1.13327,-1.1386995315551758,0.005429531555175782,POSCAR-JVASP-87207.vasp,data_shared/oxide/structures/POSCAR-JVASP-87207.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-85922,oxide,train,Eu2I2O,-1.88116,-1.8729716539382935,0.008188346061706486,POSCAR-JVASP-85922.vasp,data_shared/oxide/structures/POSCAR-JVASP-85922.vasp,data_shared/oxide/manifests/pool.csv,10,True,False,False
JVASP-98932,oxide,train,NaH2SO4,-1.42011,-1.419364094734192,0.0007459052658080889,POSCAR-JVASP-98932.vasp,data_shared/oxide/structures/POSCAR-JVASP-98932.vasp,data_shared/oxide/manifests/pool.csv,64,True,False,False
JVASP-85852,oxide,train,Ag3O4,-0.16218,-0.1536654382944107,0.008514561705589285,POSCAR-JVASP-85852.vasp,data_shared/oxide/structures/POSCAR-JVASP-85852.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
JVASP-88512,oxide,train,Nb2FeO6,-2.33628,-2.3353843688964844,0.0008956311035155373,POSCAR-JVASP-88512.vasp,data_shared/oxide/structures/POSCAR-JVASP-88512.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-86502,oxide,train,ThTi2O6,-3.55196,-3.553496837615967,0.0015368376159670127,POSCAR-JVASP-86502.vasp,data_shared/oxide/structures/POSCAR-JVASP-86502.vasp,data_shared/oxide/manifests/pool.csv,9,True,False,False
JVASP-38278,oxide,train,RbZnO3,-0.67651,-0.6713855862617493,0.005124413738250677,POSCAR-JVASP-38278.vasp,data_shared/oxide/structures/POSCAR-JVASP-38278.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-38694,oxide,train,NaSrO3,-1.13947,-1.1297818422317505,0.009688157768249495,POSCAR-JVASP-38694.vasp,data_shared/oxide/structures/POSCAR-JVASP-38694.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-38325,oxide,train,RbNiO3,-0.67483,-0.667003870010376,0.007826129989624064,POSCAR-JVASP-38325.vasp,data_shared/oxide/structures/POSCAR-JVASP-38325.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-98615,oxide,train,Ca3La3B5O15,-3.27414,-3.276097059249878,0.0019570592498778794,POSCAR-JVASP-98615.vasp,data_shared/oxide/structures/POSCAR-JVASP-98615.vasp,data_shared/oxide/manifests/pool.csv,52,True,False,False
JVASP-39448,oxide,train,RuPbO3,-1.1063,-1.0984869003295898,0.007813099670410217,POSCAR-JVASP-39448.vasp,data_shared/oxide/structures/POSCAR-JVASP-39448.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-107773,oxide,train,Ca3CdO4,-2.77374,-2.7813100814819336,0.007570081481933499,POSCAR-JVASP-107773.vasp,data_shared/oxide/structures/POSCAR-JVASP-107773.vasp,data_shared/oxide/manifests/pool.csv,8,True,False,False
JVASP-98439,oxide,train,CdH4S2O5,-1.03375,-1.031677484512329,0.002072515487670845,POSCAR-JVASP-98439.vasp,data_shared/oxide/structures/POSCAR-JVASP-98439.vasp,data_shared/oxide/manifests/pool.csv,48,True,False,False
JVASP-97854,oxide,train,AgNO3,-0.10368,-0.09823353588581085,0.005446464114189142,POSCAR-JVASP-97854.vasp,data_shared/oxide/structures/POSCAR-JVASP-97854.vasp,data_shared/oxide/manifests/pool.csv,10,True,False,True
JVASP-36857,oxide,train,MnAuO2,-1.15603,-1.1587119102478027,0.0026819102478028434,POSCAR-JVASP-36857.vasp,data_shared/oxide/structures/POSCAR-JVASP-36857.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
JVASP-36850,oxide,train,MnAgO2,-1.21096,-1.210903525352478,5.6474647522009036e-05,POSCAR-JVASP-36850.vasp,data_shared/oxide/structures/POSCAR-JVASP-36850.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
JVASP-36853,oxide,train,MnAuO2,-1.14822,-1.14793062210083,0.0002893778991699403,POSCAR-JVASP-36853.vasp,data_shared/oxide/structures/POSCAR-JVASP-36853.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
JVASP-97429,oxide,train,CdP2O6,-2.03639,-2.039335012435913,0.0029450124359131635,POSCAR-JVASP-97429.vasp,data_shared/oxide/structures/POSCAR-JVASP-97429.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-37300,oxide,train,SrCaO3,-2.02424,-2.0174131393432617,0.0068268606567380985,POSCAR-JVASP-37300.vasp,data_shared/oxide/structures/POSCAR-JVASP-37300.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-38181,oxide,train,KInO3,-1.04267,-1.0338914394378662,0.008778560562133775,POSCAR-JVASP-38181.vasp,data_shared/oxide/structures/POSCAR-JVASP-38181.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-38289,oxide,train,RbSrO3,-1.14494,-1.1337939500808716,0.011146049919128487,POSCAR-JVASP-38289.vasp,data_shared/oxide/structures/POSCAR-JVASP-38289.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-38327,oxide,train,RbCaO3,-1.29606,-1.2879666090011597,0.008093390998840322,POSCAR-JVASP-38327.vasp,data_shared/oxide/structures/POSCAR-JVASP-38327.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-48092,oxide,train,Mn3O4F2,-2.01166,-2.012638568878174,0.0009785688781738244,POSCAR-JVASP-48092.vasp,data_shared/oxide/structures/POSCAR-JVASP-48092.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-47532,oxide,train,Mn2FeO3,-1.20979,-1.2077085971832275,0.002081402816772382,POSCAR-JVASP-47532.vasp,data_shared/oxide/structures/POSCAR-JVASP-47532.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-22557,oxide,train,CrCuO2,-1.39347,-1.3870830535888672,0.006386946411132799,POSCAR-JVASP-22557.vasp,data_shared/oxide/structures/POSCAR-JVASP-22557.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
JVASP-22671,oxide,train,NaCrO2,-1.8573,-1.8542910814285278,0.003008918571472119,POSCAR-JVASP-22671.vasp,data_shared/oxide/structures/POSCAR-JVASP-22671.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
JVASP-89035,oxide,train,Tl2MoO4,-1.70163,-1.7086321115493774,0.0070021115493774655,POSCAR-JVASP-89035.vasp,data_shared/oxide/structures/POSCAR-JVASP-89035.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
JVASP-98291,oxide,train,H4PbC2O6,-1.13115,-1.129272222518921,0.0018777774810792014,POSCAR-JVASP-98291.vasp,data_shared/oxide/structures/POSCAR-JVASP-98291.vasp,data_shared/oxide/manifests/pool.csv,52,True,False,False
JVASP-97502,oxide,train,H3ClO5,-0.36869,-0.35955479741096497,0.009135202589035052,POSCAR-JVASP-97502.vasp,data_shared/oxide/structures/POSCAR-JVASP-97502.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-43624,oxide,train,Rb2O,-1.13824,-1.134819507598877,0.0034204924011229654,POSCAR-JVASP-43624.vasp,data_shared/oxide/structures/POSCAR-JVASP-43624.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,False
JVASP-43427,oxide,train,K2O,-1.19689,-1.2003182172775269,0.003428217277526846,POSCAR-JVASP-43427.vasp,data_shared/oxide/structures/POSCAR-JVASP-43427.vasp,data_shared/oxide/manifests/pool.csv,6,True,False,False
JVASP-49894,oxide,train,PrTiO3,-3.33859,-3.335144519805908,0.0034454801940917434,POSCAR-JVASP-49894.vasp,data_shared/oxide/structures/POSCAR-JVASP-49894.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-2017,oxide,train,LiCoO2,-1.67424,-1.6826786994934082,0.008438699493408253,POSCAR-JVASP-2017.vasp,data_shared/oxide/structures/POSCAR-JVASP-2017.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
JVASP-42402,oxide,train,Li6TeO6,-1.91792,-1.9184257984161377,0.0005057984161376261,POSCAR-JVASP-42402.vasp,data_shared/oxide/structures/POSCAR-JVASP-42402.vasp,data_shared/oxide/manifests/pool.csv,13,True,False,False
JVASP-98355,oxide,train,BaAl4O7,-3.31129,-3.313141345977783,0.0018513459777831365,POSCAR-JVASP-98355.vasp,data_shared/oxide/structures/POSCAR-JVASP-98355.vasp,data_shared/oxide/manifests/pool.csv,48,True,False,False
JVASP-98801,oxide,train,V2CdP2O10,-2.26979,-2.27260160446167,0.0028116044616699476,POSCAR-JVASP-98801.vasp,data_shared/oxide/structures/POSCAR-JVASP-98801.vasp,data_shared/oxide/manifests/pool.csv,30,True,False,False
JVASP-49776,oxide,train,Na3CuO2,-1.28752,-1.2874568700790405,6.312992095947045e-05,POSCAR-JVASP-49776.vasp,data_shared/oxide/structures/POSCAR-JVASP-49776.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
JVASP-98091,oxide,train,SrV6O11,-2.21568,-2.210859775543213,0.004820224456786981,POSCAR-JVASP-98091.vasp,data_shared/oxide/structures/POSCAR-JVASP-98091.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
JVASP-50691,oxide,train,Li3TiP2O8,-2.57039,-2.5652573108673096,0.005132689132690604,POSCAR-JVASP-50691.vasp,data_shared/oxide/structures/POSCAR-JVASP-50691.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
JVASP-47765,oxide,train,Li3Fe5O10,-1.5865,-1.5897175073623657,0.0032175073623657013,POSCAR-JVASP-47765.vasp,data_shared/oxide/structures/POSCAR-JVASP-47765.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
JVASP-3258,oxide,train,Ho2SeO2,-3.3333,-3.3420934677124023,0.008793467712402414,POSCAR-JVASP-3258.vasp,data_shared/oxide/structures/POSCAR-JVASP-3258.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
JVASP-97338,oxide,train,SiP2O7,-2.39113,-2.383741617202759,0.007388382797241189,POSCAR-JVASP-97338.vasp,data_shared/oxide/structures/POSCAR-JVASP-97338.vasp,data_shared/oxide/manifests/pool.csv,40,True,False,False
JVASP-50108,oxide,train,LuGaO3,-2.99117,-2.993922472000122,0.002752472000122186,POSCAR-JVASP-50108.vasp,data_shared/oxide/structures/POSCAR-JVASP-50108.vasp,data_shared/oxide/manifests/pool.csv,10,True,False,False
JVASP-98616,oxide,train,ErH9C5N2O8,-1.03692,-1.0345596075057983,0.002360392494201724,POSCAR-JVASP-98616.vasp,data_shared/oxide/structures/POSCAR-JVASP-98616.vasp,data_shared/oxide/manifests/pool.csv,25,True,False,True
JVASP-97920,oxide,train,V2Te2O9,-1.82381,-1.8260244131088257,0.0022144131088257524,POSCAR-JVASP-97920.vasp,data_shared/oxide/structures/POSCAR-JVASP-97920.vasp,data_shared/oxide/manifests/pool.csv,26,True,False,False
JVASP-98175,oxide,train,CaNiP2O7,-2.33621,-2.3407909870147705,0.00458098701477061,POSCAR-JVASP-98175.vasp,data_shared/oxide/structures/POSCAR-JVASP-98175.vasp,data_shared/oxide/manifests/pool.csv,22,True,False,False
JVASP-98556,oxide,train,FeMoO4,-1.8134,-1.813539981842041,0.00013998184204111475,POSCAR-JVASP-98556.vasp,data_shared/oxide/structures/POSCAR-JVASP-98556.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,False
JVASP-42660,oxide,train,Li2TiFe3O8,-2.03054,-2.0382163524627686,0.007676352462768765,POSCAR-JVASP-42660.vasp,data_shared/oxide/structures/POSCAR-JVASP-42660.vasp,data_shared/oxide/manifests/pool.csv,14,True,False,False
