property,property_label,method,embedding_dimension,correlation,abs_correlation,max_abs_permutation_p_value,n_elements,multiple_comparison_scope,missing_policy
electronegativity,Electronegativity,spearman,28,0.3195267623150872,0.3195267623150872,0.5122975404919016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,29,0.08078343433054606,0.08078343433054606,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,30,0.37786442515176505,0.37786442515176505,0.15276944611077783,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,31,0.08626148315789263,0.08626148315789263,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,32,0.7441964903695967,0.7441964903695967,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,33,0.5810075501076798,0.5810075501076798,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,34,0.3849645455799363,0.3849645455799363,0.1281743651269746,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,35,-0.3478987866312666,0.3478987866312666,0.3057388522295541,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,36,0.014961476212869954,0.014961476212869954,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,37,0.35723281268513507,0.35723281268513507,0.2505498900219956,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,38,-0.40146983555324034,0.40146983555324034,0.07718456308738253,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,39,-0.15110166109612222,0.15110166109612222,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,40,0.3691137757262634,0.3691137757262634,0.19196160767846432,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,41,-0.5893455672838489,0.5893455672838489,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,42,-0.3083145480918427,0.3083145480918427,0.6092781443711258,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,43,0.5063922564697435,0.5063922564697435,0.001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,44,-0.31972596409062704,0.31972596409062704,0.5108978204359128,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,45,0.26016463320420413,0.26016463320420413,0.9218156368726255,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,46,0.4892039889803028,0.4892039889803028,0.003199360127974405,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,47,-0.49691594343334655,0.49691594343334655,0.003199360127974405,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,48,-0.36518665500847725,0.36518665500847725,0.21095780843831233,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,49,0.11265571841692616,0.11265571841692616,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,50,-0.1964485224279496,0.1964485224279496,0.9996000799840032,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,51,0.2771394702198522,0.2771394702198522,0.8310337932413517,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,52,0.22262932721319043,0.22262932721319043,0.9924015196960608,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,53,-0.12809385602126655,0.12809385602126655,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,54,0.4278071560192625,0.4278071560192625,0.03239352129574085,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,55,0.3975142574389485,0.3975142574389485,0.08818236352729454,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,56,0.17287156942298004,0.17287156942298004,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,57,-0.020325695454193753,0.020325695454193753,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,58,0.3540028981817385,0.3540028981817385,0.2659468106378724,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,59,-0.08926373848924361,0.08926373848924361,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,60,-0.8101322780732954,0.8101322780732954,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,61,0.06745114406762723,0.06745114406762723,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,62,-0.03099721914382995,0.03099721914382995,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,63,0.5043433239213333,0.5043433239213333,0.001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,64,0.14632081848316517,0.14632081848316517,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,65,-0.2491231633599939,0.2491231633599939,0.9544091181763648,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,66,-0.3729555242545324,0.3729555242545324,0.1731653669266147,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,67,0.6052959380252918,0.6052959380252918,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,68,-0.14560938357052275,0.14560938357052275,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,69,-0.242079957724834,0.242079957724834,0.9706058788242351,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,70,-0.4359886575146502,0.4359886575146502,0.023595280943811237,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,71,-0.8346056390681945,0.8346056390681945,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,72,0.0663270769056522,0.0663270769056522,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,73,0.8356016479458939,0.8356016479458939,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,74,0.7115273991810569,0.7115273991810569,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,75,-0.8097623319187214,0.8097623319187214,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,76,-0.4206785781945855,0.4206785781945855,0.041991601679664065,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,77,-0.7266240480273289,0.7266240480273289,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,78,0.0729007354984681,0.0729007354984681,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,79,-0.022858403743200743,0.022858403743200743,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,80,0.7081409689968791,0.7081409689968791,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,81,-0.409096417816767,0.409096417816767,0.060787842431513694,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,82,-0.24459843731558817,0.24459843731558817,0.9658068386322736,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,83,-0.22988596332214306,0.22988596332214306,0.9870025994801039,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,84,-0.0536208493658587,0.0536208493658587,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,85,-0.20053215882651707,0.20053215882651707,0.9992001599680064,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,86,0.04757365260839819,0.04757365260839819,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,87,-0.28369890011441523,0.28369890011441523,0.7936412717456509,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,88,0.7545265253011644,0.7545265253011644,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,89,0.14286324480772306,0.14286324480772306,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,90,-0.23636002102718903,0.23636002102718903,0.9792041591681664,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,91,-0.09697569294228738,0.09697569294228738,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,92,-0.01312597413825253,0.01312597413825253,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,93,0.3257162460550762,0.3257162460550762,0.46790641871625677,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,94,0.12247352021139148,0.12247352021139148,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,95,0.5622541258104258,0.5622541258104258,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,96,0.1397613885886021,0.1397613885886021,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,97,0.2510440376241284,0.2510440376241284,0.9508098380323935,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,98,0.42363814743117795,0.42363814743117795,0.03679264147170566,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,99,-0.31420522916852195,0.31420522916852195,0.5594881023795241,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,100,0.5649718071767199,0.5649718071767199,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,101,0.16346639987784733,0.16346639987784733,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,102,0.3667660405145434,0.3667660405145434,0.20395920815836832,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,103,-0.4264981157800004,0.4264981157800004,0.033193361327734455,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,104,0.19361701147563282,0.19361701147563282,0.9998000399920016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,105,-0.09489830299737154,0.09489830299737154,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,106,0.2156288076727891,0.2156288076727891,0.9956008798240352,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,107,-0.2376690612664511,0.2376690612664511,0.978004399120176,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,108,0.2817068823590164,0.2817068823590164,0.8036392721455708,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,109,-0.37644155532648027,0.37644155532648027,0.15836832633473305,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,110,0.1819352502100444,0.1819352502100444,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,111,-0.18830970702732042,0.18830970702732042,0.9998000399920016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,112,-0.14088545575057712,0.14088545575057712,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,113,0.13687296284327394,0.13687296284327394,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,114,-0.5925470243907397,0.5925470243907397,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,115,-0.6632209686126371,0.6632209686126371,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,116,0.7422187013124507,0.7422187013124507,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,117,0.10199842342554281,0.10199842342554281,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,118,0.2657565116175736,0.2657565116175736,0.8954209158168366,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,119,-0.30987970489965605,0.30987970489965605,0.596880623875225,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,120,0.017423041010612705,0.017423041010612705,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,121,0.5032761715523697,0.5032761715523697,0.001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,122,0.09642077371042629,0.09642077371042629,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,123,-0.29849674629737744,0.29849674629737744,0.6838632273545291,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,124,0.5176186993912407,0.5176186993912407,0.0007998400319936012,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,125,-0.007050319984286318,0.007050319984286318,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,126,0.08382837575665558,0.08382837575665558,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,127,0.47863206617843645,0.47863206617843645,0.004799040191961607,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,128,-0.5180171029423205,0.5180171029423205,0.0007998400319936012,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,129,0.04627884106738899,0.04627884106738899,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,130,-0.14599355842334966,0.14599355842334966,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,131,0.05749105529063343,0.05749105529063343,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,132,0.2788326853119411,0.2788326853119411,0.8238352329534093,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,133,-0.24994842785865914,0.24994842785865914,0.9528094381123775,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,134,0.372898609461521,0.372898609461521,0.17356528694261147,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,135,-0.7348909217122338,0.7348909217122338,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,136,-0.1005470962037523,0.1005470962037523,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,137,0.24630588110592996,0.24630588110592996,0.9624075184963007,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,138,0.3748479411221612,0.3748479411221612,0.16496700659868027,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,139,0.023399094276808977,0.023399094276808977,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,140,-0.23950456334106845,0.23950456334106845,0.9748050389922016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,141,-0.47222915196465476,0.47222915196465476,0.0065986802639472104,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,142,-0.3391054511110064,0.3391054511110064,0.36312737452509497,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,143,0.34613442804791344,0.34613442804791344,0.3169366126774645,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,144,0.10750492964939509,0.10750492964939509,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,145,0.10150041898669313,0.10150041898669313,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,146,-0.2508306071503357,0.2508306071503357,0.9512097580483904,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,147,0.12358335867511365,0.12358335867511365,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,148,0.4831994783176008,0.4831994783176008,0.003999200159968006,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,149,0.26754932759743244,0.26754932759743244,0.8870225954809038,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,150,-0.4065352521312543,0.4065352521312543,0.06678664267146571,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,151,0.5910956971689493,0.5910956971689493,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,152,0.7115558565775627,0.7115558565775627,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,153,-0.047559423910145344,0.047559423910145344,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,154,0.10825905065679607,0.10825905065679607,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,155,-0.44778424836626146,0.44778424836626146,0.016596680663867228,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,156,-0.4207070355910912,0.4207070355910912,0.041991601679664065,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,157,0.07436629141851149,0.07436629141851149,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,158,0.6310641105611999,0.6310641105611999,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,159,-0.8747447968394794,0.8747447968394794,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,160,-0.6259560078884274,0.6259560078884274,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,161,0.34626248633218903,0.34626248633218903,0.3169366126774645,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,162,0.8242898328348794,0.8242898328348794,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,163,0.44371484066594685,0.44371484066594685,0.017996400719856028,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,164,0.3137783682209364,0.3137783682209364,0.5632873425314937,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,165,-0.1378405143244676,0.1378405143244676,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,166,0.518258990812619,0.518258990812619,0.0007998400319936012,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,167,-0.44725778653090603,0.44725778653090603,0.016596680663867228,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,168,-0.4348076755596638,0.4348076755596638,0.024795040991801638,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,169,0.2581583867505526,0.2581583867505526,0.9286142771445711,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,170,0.16296839543899766,0.16296839543899766,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,171,0.027127013219055227,0.027127013219055227,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,172,-0.2176350541264407,0.2176350541264407,0.9946010797840432,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,173,0.09909576898196176,0.09909576898196176,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,174,0.28894928976971623,0.28894928976971623,0.7606478704259149,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,175,0.1737395200164038,0.1737395200164038,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,176,0.18637460406493303,0.18637460406493303,0.9998000399920016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,spearman,177,-0.07480738106434978,0.07480738106434978,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
